ACBK1g00001,Mpyg-1-004012
ACBK5g00700,.
ACBK5g00701,.
ACBK5g00702,.
ACBK5g00703,Mpyg-5-000460
ACBK5g00704,Mpyg-5-000461
ACBK5g00705,Mpyg-5-000462
ACBK5g00706,Mpyg-5-000463
ACBK5g00707,.
ACBK5g00708,.
ACBK5g00709,.
ACBK5g00710,.
ACBK5g00711,Mpyg-5-000464
ACBK5g00712,Mpyg-5-000465
ACBK5g00713,Mpyg-5-000466
ACBK5g00714,.
ACBK5g00715,.
ACBK5g00716,Mpyg-5-000468
ACBK5g00717,Mpyg-5-000469
ACBK5g00718,Mpyg-5-000470
ACBK5g00719,Mpyg-5-000476
ACBK5g00720,Mpyg-5-000477
ACBK5g00721,.
ACBK5g00722,Mpyg-5-000478
ACBK5g00723,.
ACBK5g00724,.
ACBK5g00725,Mpyg-5-000479
ACBK5g00726,Mpyg-5-000480
ACBK5g00727,.
ACBK5g00728,.
ACBK5g00729,Mpyg-5-000481
ACBK5g00730,Mpyg-5-000482
ACBK5g00731,Mpyg-5-000483
ACBK5g00732,Mpyg-5-000484
ACBK5g00733,.
ACBK5g00734,Mpyg-5-000485
ACBK5g00735,.
ACBK5g00736,Mpyg-5-000487
ACBK5g00737,.
ACBK5g00738,.
ACBK5g00739,.
ACBK5g00740,.
ACBK5g00741,Mpyg-5-000489
ACBK5g00742,Mpyg-5-000490
ACBK5g00743,.
ACBK5g00744,.
ACBK5g00745,.
ACBK5g00746,Mpyg-5-000491
ACBK5g00747,Mpyg-5-000492
ACBK5g00748,Mpyg-5-000493
ACBK5g00749,Mpyg-5-000494
ACBK5g00750,Mpyg-5-000495
ACBK5g00751,.
ACBK5g00752,.
ACBK5g00753,Mpyg-5-000497
ACBK5g00754,.
ACBK5g00755,.
ACBK5g00756,.
ACBK5g00757,Mpyg-5-000498
ACBK5g00758,Mpyg-5-000499
ACBK5g00759,Mpyg-5-000500
ACBK5g00760,Mpyg-5-000501
ACBK5g00761,.
ACBK5g00762,Mpyg-5-000503
ACBK5g00763,.
ACBK5g00764,.
ACBK5g00765,.
ACBK5g00766,Mpyg-5-000504
ACBK5g00767,Mpyg-5-000505
ACBK5g00768,Mpyg-5-000506
ACBK5g00769,Mpyg-5-000507
ACBK5g00770,Mpyg-5-000508
ACBK5g00771,Mpyg-5-000509
ACBK5g00772,.
ACBK5g00773,.
ACBK5g00774,.
ACBK5g00775,.
ACBK5g00776,.
ACBK5g00777,Mpyg-5-000510
ACBK5g00778,Mpyg-5-000512
ACBK5g00779,Mpyg-5-000514
ACBK5g00780,.
ACBK5g00781,.
ACBK5g00782,.
ACBK5g00783,Mpyg-5-000515
ACBK5g00784,.
ACBK5g00785,Mpyg-5-000516
ACBK5g00786,.
ACBK5g00787,.
ACBK5g00788,.
ACBK5g00789,Mpyg-5-000517
ACBK5g00790,Mpyg-5-000518
ACBK5g00791,Mpyg-5-000519
ACBK5g00792,Mpyg-5-000520
ACBK5g00793,.
ACBK5g00794,.
ACBK5g00795,.
ACBK5g00796,.
ACBK5g00797,.
ACBK5g00798,.
ACBK5g00799,.
ACBK5g00800,Mpyg-5-000521
ACBK5g00801,Mpyg-5-000522
ACBK5g00802,Mpyg-5-000523
ACBK5g00803,Mpyg-5-000525
ACBK5g00804,Mpyg-5-000526
ACBK5g00805,.
ACBK5g00806,Mpyg-5-000527
ACBK5g00807,.
ACBK5g00808,.
ACBK5g00809,.
ACBK5g00810,Mpyg-5-000528
ACBK5g00811,.
ACBK5g00812,Mpyg-5-000529
ACBK5g00813,.
ACBK5g00814,.
ACBK5g00815,.
ACBK5g00816,.
ACBK5g00817,.
ACBK5g00818,Mpyg-5-000535
ACBK5g00819,.
ACBK5g00820,Mpyg-5-000536
ACBK5g00821,Mpyg-5-000542
ACBK5g00822,.
ACBK5g00823,Mpyg-5-000545
ACBK5g00824,.
ACBK5g00825,.
ACBK5g00826,Mpyg-5-000546
ACBK5g00827,.
ACBK5g00828,Mpyg-5-000547
ACBK5g00829,.
ACBK5g00830,.
ACBK5g00831,Mpyg-5-000548
ACBK5g00832,Mpyg-5-000549
ACBK5g00833,.
ACBK5g00834,.
ACBK5g00835,.
ACBK5g00836,.
ACBK5g00837,.
ACBK5g00838,.
ACBK5g00839,.
ACBK5g00840,.
ACBK5g00841,.
ACBK5g00842,.
ACBK5g00843,.
ACBK5g00844,.
ACBK5g00845,.
ACBK5g00846,.
ACBK5g00847,.
ACBK5g00848,.
ACBK5g00849,.
ACBK5g00850,.
ACBK5g00851,.
ACBK5g00852,Mpyg-5-000550
ACBK5g00853,.
ACBK5g00854,Mpyg-5-000551
ACBK5g00855,.
ACBK5g00856,.
ACBK5g00857,Mpyg-5-000552
ACBK5g00858,.
ACBK5g00859,.
ACBK5g00860,.
ACBK5g00861,.
ACBK5g00862,Mpyg-5-000553
ACBK5g00863,.
ACBK5g00864,Mpyg-5-000554
ACBK5g00865,.
ACBK5g00866,Mpyg-5-000556
ACBK5g00867,Mpyg-5-000557
ACBK5g00868,
ACBK5g00869,
ACBK5g00870,
ACBK5g00871,
ACBK5g00872,
ACBK5g00873,
ACBK5g00874,
ACBK5g00875,
ACBK5g00876,
ACBK5g00877,
ACBK5g00878,
ACBK5g00879,
ACBK5g00880,
ACBK5g00881,
ACBK5g00882,Mpyg-5-002571
ACBK5g00883,.
ACBK5g00884,.
ACBK5g00885,.
ACBK5g00886,.
ACBK5g00887,.
ACBK5g00888,.
ACBK5g00889,Mpyg-5-002584
ACBK5g00890,Mpyg-5-002585
ACBK5g00891,Mpyg-5-002586
ACBK5g00892,Mpyg-5-002587
ACBK5g00893,.
ACBK5g00894,.
ACBK5g00895,.
ACBK5g00896,.
ACBK5g00897,.
ACBK5g00898,Mpyg-5-002597
ACBK5g00899,Mpyg-5-002599
ACBK5g00900,.
ACBK5g00901,.
ACBK5g00902,Mpyg-5-002609
ACBK5g00903,Mpyg-5-002676
ACBK5g00904,.
ACBK5g00905,.
ACBK5g00906,.
ACBK5g00907,.
ACBK5g00908,Mpyg-5-002614
ACBK5g00909,Mpyg-5-002671
ACBK5g00910,Mpyg-5-002664
ACBK5g00911,.
ACBK5g00912,.
ACBK5g00913,Mpyg-5-002662
ACBK5g00914,Mpyg-5-002661
ACBK5g00915,Mpyg-5-002660
ACBK5g00916,.
ACBK5g00917,Mpyg-5-002635
ACBK5g00918,Mpyg-5-002636
ACBK5g00919,.
ACBK5g00920,Mpyg-5-002659
ACBK5g00921,Mpyg-5-002642
ACBK5g00922,Mpyg-5-002643
ACBK5g00923,.
ACBK5g00924,.
ACBK5g00925,.
ACBK5g00926,.
ACBK5g00927,.
ACBK5g00928,.
ACBK5g00929,.
ACBK5g00930,.
ACBK5g00931,.
ACBK5g00932,Mpyg-5-002645
ACBK5g00933,Mpyg-5-002647
ACBK5g00934,.
ACBK5g00935,Mpyg-5-002652
ACBK5g00936,Mpyg-5-002655
ACBK5g00937,.
ACBK5g00938,.
ACBK5g00939,.
ACBK5g00940,.
ACBK5g00941,.
ACBK5g00942,.
ACBK5g00943,.
ACBK5g00944,.
ACBK5g00945,.
ACBK5g00946,.
ACBK5g00947,Mpyg-5-002688
ACBK5g00948,Mpyg-5-002689
ACBK5g00949,.
ACBK5g00950,.
ACBK5g00951,.
ACBK5g00952,.
ACBK5g00953,Mpyg-5-002691
ACBK5g00954,Mpyg-5-002693
ACBK5g00955,.
ACBK5g00956,.
ACBK5g00957,.
ACBK5g00958,.
ACBK5g00959,.
ACBK5g00960,Mpyg-5-002694
ACBK5g00961,Mpyg-5-002695
ACBK5g00962,.
ACBK5g00963,Mpyg-5-002696
ACBK5g00964,Mpyg-5-002698
ACBK5g00965,.
ACBK5g00966,.
ACBK5g00967,.
ACBK5g00968,.
ACBK5g00969,Mpyg-5-002699
ACBK5g00970,.
ACBK5g00971,.
ACBK5g00972,Mpyg-5-002700
ACBK5g00973,Mpyg-5-002701
ACBK5g00974,.
ACBK5g00975,.
ACBK5g00976,Mpyg-5-002705
ACBK5g00977,Mpyg-5-002706
ACBK5g00978,.
ACBK5g00979,.
ACBK5g00980,Mpyg-5-002708
ACBK5g00981,Mpyg-5-002709
ACBK5g00982,Mpyg-5-002710
ACBK5g00983,.
ACBK5g00984,.
ACBK5g00985,Mpyg-5-002716
ACBK5g00986,Mpyg-5-002717
ACBK5g00987,Mpyg-5-002721
ACBK5g00988,Mpyg-5-002722
ACBK5g00989,.
ACBK5g00990,.
ACBK5g00991,.
ACBK5g00992,Mpyg-5-002724
ACBK5g00993,.
ACBK5g00994,Mpyg-5-002725
ACBK5g00995,.
ACBK5g00996,.
ACBK5g00997,.
ACBK5g00998,.
ACBK5g00999,.
ACBK5g01000,.
ACBK5g01001,.
ACBK5g01002,.
ACBK5g01003,Mpyg-5-002726
ACBK5g01004,Mpyg-5-002727
ACBK5g01005,.
ACBK5g01006,.
ACBK5g01007,.
ACBK5g01008,.
ACBK5g01009,Mpyg-5-002728
ACBK5g01010,Mpyg-5-002733
ACBK5g01011,Mpyg-5-002734
ACBK5g01012,Mpyg-5-002735
ACBK5g01013,.
ACBK5g01014,.
ACBK5g01015,.
ACBK5g01016,.
ACBK5g01017,.
ACBK5g01018,.
ACBK5g01019,.
ACBK5g01020,Mpyg-5-002738
ACBK5g01021,.
ACBK5g01022,Mpyg-5-002745
ACBK5g01023,.
ACBK5g01024,Mpyg-5-002746
ACBK5g01025,.
ACBK5g01026,.
ACBK5g01027,.
ACBK5g01028,.
ACBK5g01029,.
ACBK5g01030,.
ACBK5g01031,.
ACBK5g01032,Mpyg-5-002754
ACBK5g01033,Mpyg-5-002755
ACBK5g01034,.
ACBK5g01035,Mpyg-5-002756
ACBK5g01036,Mpyg-5-002758
ACBK5g01037,Mpyg-5-002759
ACBK5g01038,Mpyg-5-002760
ACBK5g01039,Mpyg-5-002761
ACBK5g01040,.
ACBK5g01041,Mpyg-5-002765
ACBK5g01042,Mpyg-5-002767
ACBK5g01043,.
ACBK5g01044,.
ACBK5g01045,.
ACBK5g01046,.
ACBK5g01047,Mpyg-5-002770
ACBK5g01048,Mpyg-5-002771
ACBK5g01049,.
ACBK5g01050,Mpyg-5-002772
ACBK5g01051,Mpyg-5-002774
ACBK5g01052,.
ACBK5g01053,.
ACBK5g01054,.
ACBK5g01055,.
ACBK5g01056,.
ACBK5g01057,.
ACBK5g01058,.
ACBK5g01059,Mpyg-5-002777
ACBK5g01060,Mpyg-5-002783
ACBK5g01061,.
ACBK5g01062,.
ACBK5g01063,.
ACBK5g01064,.
ACBK5g01065,.
ACBK5g01066,Mpyg-5-002785
ACBK5g01067,Mpyg-5-002788
ACBK5g01068,.
ACBK5g01069,.
ACBK5g01070,.
ACBK5g01071,Mpyg-5-002793
ACBK5g01072,.
ACBK5g01073,.
ACBK5g01074,.
ACBK5g01075,Mpyg-5-002795
ACBK5g01076,Mpyg-5-002796
ACBK5g01077,Mpyg-5-002797
ACBK5g01078,Mpyg-5-002798
ACBK5g01079,Mpyg-5-002799
ACBK5g01080,.
ACBK5g01081,Mpyg-5-002800
ACBK5g01082,Mpyg-5-002801
ACBK5g01083,Mpyg-5-002802
ACBK5g01084,Mpyg-5-002804
ACBK5g01085,.
ACBK5g01086,Mpyg-5-002805
ACBK5g01087,Mpyg-5-002806
ACBK5g01088,.
ACBK5g01089,.
ACBK5g01090,Mpyg-5-002808
ACBK5g01091,Mpyg-5-002809
ACBK5g01092,Mpyg-5-002811
ACBK5g01093,.
ACBK5g01094,Mpyg-5-002813
ACBK5g01095,.
ACBK5g01096,Mpyg-5-002814
ACBK5g01097,.
ACBK5g01098,.
ACBK5g01099,.
ACBK5g01100,.
ACBK5g01101,.
ACBK5g01102,.
ACBK5g01103,.
ACBK5g01104,.
ACBK5g01105,.
ACBK5g01106,.
ACBK5g01107,.
ACBK5g01108,Mpyg-5-002819
ACBK5g01109,.
ACBK5g01110,.
ACBK5g01111,.
ACBK5g01112,.
ACBK5g01113,.
ACBK5g01114,.
ACBK5g01115,Mpyg-5-002826
ACBK5g01116,.
ACBK5g01117,.
ACBK5g01118,.
ACBK5g01119,Mpyg-5-002827
ACBK5g01120,Mpyg-5-002833
ACBK5g01121,Mpyg-5-002851
ACBK5g01122,.
ACBK5g01123,.
ACBK5g01124,Mpyg-5-002854
ACBK5g01125,.
ACBK5g01126,Mpyg-5-002856
ACBK5g01127,Mpyg-5-002857
ACBK5g01128,Mpyg-5-002858
ACBK5g01129,Mpyg-5-002859
ACBK5g01130,.
ACBK5g01131,Mpyg-5-002860
ACBK5g01132,.
ACBK5g01133,Mpyg-5-002861
ACBK5g01134,Mpyg-5-002862
ACBK5g01135,Mpyg-5-002863
ACBK5g01136,Mpyg-5-002864
ACBK5g01137,Mpyg-5-002868
ACBK5g01138,.
ACBK5g01139,Mpyg-5-002869
ACBK5g01140,.
ACBK5g01141,.
ACBK5g01142,.
ACBK5g01143,.
ACBK5g01144,.
ACBK5g01145,.
ACBK5g01146,.
ACBK5g01147,.
ACBK5g01148,.
ACBK5g01149,.
ACBK5g01150,.
ACBK5g01151,.
ACBK5g01152,Mpyg-5-002871
ACBK5g01153,.
ACBK5g01154,.
ACBK5g01155,.
ACBK5g01156,.
ACBK5g01157,Mpyg-5-002873
ACBK5g01158,Mpyg-5-002874
ACBK5g01159,Mpyg-5-002875
ACBK5g01160,Mpyg-5-002887
ACBK5g01161,Mpyg-5-002888
ACBK5g01162,.
ACBK5g01163,Mpyg-5-002889
ACBK5g01164,Mpyg-5-002890
ACBK5g01165,.
ACBK5g01166,Mpyg-5-002891
ACBK5g01167,.
ACBK5g01168,.
ACBK5g01169,.
ACBK5g01170,.
ACBK5g01171,.
ACBK5g01172,.
ACBK5g01173,.
ACBK5g01174,.
ACBK5g01175,.
ACBK5g01176,.
ACBK5g01177,.
ACBK5g01178,Mpyg-5-002892
ACBK5g01179,Mpyg-5-002893
ACBK5g01180,.
ACBK5g01181,.
ACBK5g01182,Mpyg-5-002894
ACBK5g01183,.
ACBK5g01184,Mpyg-5-002895
ACBK5g01185,Mpyg-5-002896
ACBK5g01186,.
ACBK5g01187,Mpyg-5-002901
ACBK5g01188,Mpyg-5-002902
ACBK5g01189,.
ACBK5g01190,Mpyg-5-002904
ACBK5g01191,.
ACBK5g01192,.
ACBK5g01193,Mpyg-5-002905
ACBK5g01194,Mpyg-5-002906
ACBK5g01195,Mpyg-5-002908
ACBK5g01196,Mpyg-5-002909
ACBK5g01197,.
ACBK5g01198,Mpyg-5-002911
ACBK5g01199,Mpyg-5-002912
ACBK5g01200,.
ACBK5g01201,.
ACBK5g01202,.
ACBK5g01203,.
ACBK5g01204,.
ACBK5g01205,Mpyg-5-002913
ACBK5g01206,.
ACBK5g01207,Mpyg-5-002914
ACBK5g01208,.
ACBK5g01209,Mpyg-5-002915
ACBK5g01210,Mpyg-5-002916
ACBK5g01211,Mpyg-5-002917
ACBK5g01212,Mpyg-5-002918
ACBK5g01213,.
ACBK5g01214,Mpyg-5-002919
ACBK5g01215,.
ACBK5g01216,.
ACBK5g01217,.
ACBK5g01218,Mpyg-5-002921
ACBK5g01219,Mpyg-5-002922
ACBK5g01220,.
ACBK5g01221,.
ACBK5g01222,.
ACBK5g01223,Mpyg-5-002926
ACBK5g01224,.
ACBK5g01225,Mpyg-5-002930
ACBK5g01226,.
ACBK5g01227,Mpyg-5-002931
ACBK5g01228,Mpyg-5-002932
ACBK5g01229,Mpyg-5-002933
ACBK5g01230,Mpyg-5-002934
ACBK5g01231,.
ACBK5g01232,.
ACBK5g01233,Mpyg-5-002935
ACBK5g01234,.
ACBK5g01235,.
ACBK5g01236,Mpyg-5-002936
ACBK5g01237,.
ACBK5g01238,.
ACBK5g01239,.
ACBK5g01240,.
ACBK5g01241,.
ACBK5g01242,Mpyg-5-002938
ACBK5g01243,Mpyg-5-002939
ACBK5g01244,Mpyg-5-002940
ACBK5g01245,.
ACBK5g01246,Mpyg-5-002941
ACBK5g01247,Mpyg-5-002942
ACBK5g01248,Mpyg-5-002943
ACBK5g01249,.
ACBK5g01250,.
ACBK5g01251,Mpyg-5-002944
ACBK5g01252,Mpyg-5-002945
ACBK5g01253,Mpyg-5-002946
ACBK5g01254,.
ACBK5g01255,.
ACBK5g01256,.
ACBK5g01257,Mpyg-5-002947
ACBK5g01258,Mpyg-5-002948
ACBK5g01259,Mpyg-5-002949
ACBK5g01260,Mpyg-5-002950
ACBK5g01261,Mpyg-5-002952
ACBK5g01262,.
ACBK5g01263,Mpyg-5-002953
ACBK5g01264,Mpyg-5-002954
ACBK5g01265,Mpyg-5-002955
ACBK5g01266,Mpyg-5-002956
ACBK5g01267,.
ACBK5g01268,Mpyg-5-002960
ACBK5g01269,Mpyg-5-002961
ACBK5g01270,Mpyg-5-002962
ACBK5g01271,.
ACBK5g01272,.
ACBK5g01273,.
ACBK5g01274,.
ACBK5g01275,.
ACBK5g01276,Mpyg-5-002963
ACBK5g01277,.
ACBK5g01278,.
ACBK5g01279,Mpyg-5-002964
ACBK5g01280,.
ACBK5g01281,.
ACBK5g01282,.
ACBK5g01283,Mpyg-5-002965
ACBK5g01284,.
ACBK5g01285,Mpyg-5-002968
ACBK5g01286,Mpyg-5-002969
ACBK5g01287,Mpyg-5-002970
ACBK5g01288,Mpyg-5-002971
ACBK5g01289,Mpyg-5-002972
ACBK5g01290,Mpyg-5-002973
ACBK5g01291,.
ACBK5g01292,Mpyg-5-002982
ACBK5g01293,Mpyg-5-002983
ACBK5g01294,.
ACBK5g01295,.
ACBK5g01296,Mpyg-5-002984
ACBK5g01297,Mpyg-5-002985
ACBK5g01298,.
ACBK5g01299,.
ACBK5g01300,.
ACBK5g01301,.
ACBK5g01302,.
ACBK5g01303,Mpyg-5-002986
ACBK5g01304,.
ACBK5g01305,.
ACBK5g01306,Mpyg-5-002990
ACBK5g01307,.
ACBK5g01308,Mpyg-5-002992
ACBK5g01309,.
ACBK5g01310,.
ACBK5g01311,.
ACBK5g01312,.
ACBK5g01313,.
ACBK5g01314,.
ACBK5g01315,.
ACBK5g01316,Mpyg-5-002995
ACBK5g01317,Mpyg-5-003000
ACBK5g01318,.
ACBK5g01319,Mpyg-5-003001
ACBK5g01320,.
ACBK5g01321,.
ACBK5g01322,Mpyg-5-003003
ACBK5g01323,Mpyg-5-003004
ACBK5g01324,.
ACBK5g01325,Mpyg-5-003005
ACBK5g01326,Mpyg-5-003006
ACBK5g01327,Mpyg-5-003007
ACBK5g01328,.
ACBK5g01329,.
ACBK5g01330,.
ACBK5g01331,.
ACBK5g01332,.
ACBK5g01333,Mpyg-5-003008
ACBK5g01334,.
ACBK5g01335,Mpyg-5-003009
ACBK5g01336,.
ACBK5g01337,.
ACBK5g01338,.
ACBK5g01339,Mpyg-5-003010
ACBK5g01340,Mpyg-5-003011
ACBK5g01341,Mpyg-5-003012
ACBK5g01342,Mpyg-5-003013
ACBK5g01343,.
ACBK5g01344,Mpyg-5-003014
ACBK5g01345,.
ACBK5g01346,.
ACBK5g01347,Mpyg-5-003015
ACBK5g01348,.
ACBK5g01349,.
ACBK5g01350,.
ACBK5g01351,Mpyg-5-003026
ACBK5g01352,.
ACBK5g01353,.
ACBK5g01354,Mpyg-5-003027
ACBK5g01355,.
ACBK5g01356,.
ACBK5g01357,.
ACBK5g01358,Mpyg-5-003028
ACBK5g01359,Mpyg-5-003029
ACBK5g01360,.
ACBK5g01361,.
ACBK5g01362,Mpyg-5-003030
ACBK5g01363,Mpyg-5-003031
ACBK5g01364,Mpyg-5-003032
ACBK5g01365,Mpyg-5-003033
ACBK5g01366,Mpyg-5-003034
ACBK5g01367,Mpyg-5-003035
ACBK5g01368,Mpyg-5-003036
ACBK5g01369,Mpyg-5-003037
ACBK5g01370,Mpyg-5-003038
ACBK5g01371,Mpyg-5-003039
ACBK5g01372,Mpyg-5-003040
ACBK5g01373,Mpyg-5-003041
ACBK5g01374,.
ACBK5g01375,Mpyg-5-003043
ACBK5g01376,.
ACBK5g01377,.
ACBK5g01378,.
ACBK5g01379,Mpyg-5-003044
ACBK5g01380,.
ACBK5g01381,.
ACBK5g01382,Mpyg-5-003045
ACBK5g01383,.
ACBK5g01384,Mpyg-5-003046
ACBK5g01385,Mpyg-5-003048
ACBK5g01386,.
ACBK5g01387,Mpyg-5-003049
ACBK5g01388,Mpyg-5-003050
ACBK5g01389,Mpyg-5-003051
ACBK5g01390,Mpyg-5-003052
ACBK5g01391,Mpyg-5-003054
ACBK5g01392,Mpyg-5-003055
ACBK5g01393,Mpyg-5-003056
ACBK5g01394,.
ACBK5g01395,Mpyg-5-003057
ACBK5g01396,Mpyg-5-003058
ACBK5g01397,Mpyg-5-003060
ACBK5g01398,.
ACBK5g01399,.
ACBK5g01400,Mpyg-5-003061
ACBK5g01401,Mpyg-5-003062
ACBK5g01402,.
ACBK5g01403,.
ACBK5g01404,Mpyg-5-003063
ACBK5g01405,Mpyg-5-003064
ACBK5g01406,Mpyg-5-003065
ACBK5g01407,.
ACBK5g01408,.
ACBK5g01409,.
ACBK5g01410,Mpyg-5-003069
ACBK5g01411,Mpyg-5-003072
ACBK5g01412,Mpyg-5-003074
ACBK5g01413,.
ACBK5g01414,Mpyg-5-003075
ACBK5g01415,.
ACBK5g01416,Mpyg-5-003076
ACBK5g01417,Mpyg-5-003077
ACBK5g01418,.
ACBK5g01419,Mpyg-5-003079
ACBK5g01420,Mpyg-5-003081
ACBK5g01421,Mpyg-5-003082
ACBK5g01422,Mpyg-5-003083
ACBK5g01423,.
ACBK5g01424,.
ACBK5g01425,Mpyg-5-003086
ACBK5g01426,.
ACBK5g01427,Mpyg-5-003088
ACBK5g01428,Mpyg-5-003089
ACBK5g01429,Mpyg-5-003090
ACBK5g01430,Mpyg-5-003094
ACBK5g01431,Mpyg-5-003095
ACBK5g01432,.
ACBK5g01433,Mpyg-5-003096
ACBK5g01434,Mpyg-5-003097
ACBK5g01435,Mpyg-5-003098
ACBK5g01436,Mpyg-5-003099
ACBK5g01437,Mpyg-5-003100
ACBK5g01438,.
ACBK5g01439,.
ACBK5g01440,Mpyg-5-003102
ACBK5g01441,Mpyg-5-003103
ACBK5g01442,Mpyg-5-003104
ACBK5g01443,Mpyg-5-003105
ACBK5g01444,.
ACBK5g01445,.
ACBK5g01446,.
ACBK5g01447,.
ACBK5g01448,.
ACBK5g01449,.
ACBK5g01450,Mpyg-5-003115
ACBK5g01451,Mpyg-5-003116
ACBK5g01452,Mpyg-5-003117
ACBK5g01453,.
ACBK5g01454,.
ACBK5g01455,.
ACBK5g01456,.
ACBK5g01457,.
ACBK5g01458,Mpyg-5-003118
ACBK5g01459,Mpyg-5-003120
ACBK5g01460,Mpyg-5-003121
ACBK5g01461,Mpyg-5-003122
ACBK5g01462,Mpyg-5-003124
ACBK5g01463,.
ACBK5g01464,.
ACBK5g01465,Mpyg-5-003125
ACBK5g01466,Mpyg-5-003126
ACBK5g01467,Mpyg-5-003127
ACBK5g01468,Mpyg-5-003128
ACBK5g01469,.
ACBK5g01470,Mpyg-5-003132
ACBK5g01471,Mpyg-5-003133
ACBK5g01472,Mpyg-5-003134
ACBK5g01473,.
ACBK5g01474,Mpyg-5-003135
ACBK5g01475,Mpyg-5-003136
ACBK5g01476,Mpyg-5-003138
ACBK5g01477,.
ACBK5g01478,Mpyg-5-003141
ACBK5g01479,.
ACBK5g01480,Mpyg-5-003142
ACBK5g01481,Mpyg-5-003145
ACBK5g01482,Mpyg-5-003146
ACBK5g01483,Mpyg-5-003147
ACBK5g01484,Mpyg-5-003148
ACBK5g01485,.
ACBK5g01486,Mpyg-5-003149
ACBK5g01487,.
ACBK5g01488,.
ACBK5g01489,Mpyg-5-003150
ACBK5g01490,.
ACBK5g01491,Mpyg-5-003151
ACBK5g01492,.
ACBK5g01493,Mpyg-5-003152
ACBK5g01494,.
ACBK5g01495,.
ACBK5g01496,.
ACBK5g01497,.
ACBK5g01498,Mpyg-5-003153
ACBK5g01499,Mpyg-5-003155
ACBK5g01500,.
ACBK5g01501,Mpyg-5-003157
ACBK5g01502,Mpyg-5-003158
ACBK5g01503,Mpyg-5-003159
ACBK5g01504,.
ACBK5g01505,Mpyg-5-003160
ACBK5g01506,Mpyg-5-003162
ACBK5g01507,.
ACBK5g01508,Mpyg-5-003165
ACBK5g01509,Mpyg-5-003166
ACBK5g01510,.
ACBK5g01511,Mpyg-5-003167
ACBK5g01512,Mpyg-5-003168
ACBK5g01513,Mpyg-5-003169
ACBK5g01514,Mpyg-5-003170
ACBK5g01515,Mpyg-5-003171
ACBK5g01516,Mpyg-5-003172
ACBK5g01517,Mpyg-5-003173
ACBK5g01518,Mpyg-5-003174
ACBK5g01519,Mpyg-5-003175
ACBK5g01520,.
ACBK5g01521,Mpyg-5-003176
ACBK5g01522,Mpyg-5-003177
ACBK5g01523,Mpyg-5-003178
ACBK5g01524,Mpyg-5-003179
ACBK5g01525,Mpyg-5-003180
ACBK5g01526,.
ACBK5g01527,.
ACBK5g01528,.
ACBK5g01529,.
ACBK5g01530,.
ACBK5g01531,.
ACBK5g01532,Mpyg-5-003181
ACBK5g01533,.
ACBK5g01534,Mpyg-5-003182
ACBK5g01535,Mpyg-5-003183
ACBK5g01536,Mpyg-5-003184
ACBK5g01537,Mpyg-5-003188
ACBK5g01538,Mpyg-5-003189
ACBK5g01539,.
ACBK5g01540,.
ACBK5g01541,.
ACBK5g01542,.
ACBK5g01543,Mpyg-5-003190
ACBK5g01544,.
ACBK5g01545,.
ACBK5g01546,.
ACBK5g01547,.
ACBK5g01548,.
ACBK5g01549,.
ACBK5g01550,.
ACBK5g01551,.
ACBK5g01552,.
ACBK5g01553,.
ACBK5g01554,.
ACBK5g01555,Mpyg-5-003192
ACBK5g01556,Mpyg-5-003193
ACBK5g01557,.
ACBK5g01558,.
ACBK5g01559,Mpyg-5-003194
ACBK5g01560,.
ACBK5g01561,Mpyg-5-003195
ACBK5g01562,Mpyg-5-003196
ACBK5g01563,.
ACBK5g01564,Mpyg-5-003197
ACBK5g01565,Mpyg-5-003198
ACBK5g01566,Mpyg-5-003199
ACBK5g01567,.
ACBK5g01568,.
ACBK5g01569,Mpyg-5-003200
ACBK5g01570,Mpyg-5-003201
ACBK5g01571,Mpyg-5-003202
ACBK5g01572,Mpyg-5-003205
ACBK5g01573,.
ACBK5g01574,.
ACBK5g01575,Mpyg-5-003207
ACBK5g01576,Mpyg-5-003208
ACBK5g01577,Mpyg-5-003209
ACBK5g01578,Mpyg-5-003212
ACBK5g01579,Mpyg-5-003213
ACBK5g01580,Mpyg-5-003214
ACBK5g01581,Mpyg-5-003215
ACBK5g01582,Mpyg-5-003216
ACBK5g01583,Mpyg-5-003217
ACBK5g01584,Mpyg-5-003218
ACBK5g01585,Mpyg-5-003219
ACBK5g01586,Mpyg-5-003220
ACBK5g01587,Mpyg-5-003224
ACBK5g01588,.
ACBK5g01589,.
ACBK5g01590,.
ACBK5g01591,.
ACBK5g01592,.
ACBK5g01593,Mpyg-5-003225
ACBK5g01594,.
ACBK5g01595,Mpyg-5-003226
ACBK5g01596,Mpyg-5-003228
ACBK5g01597,.
ACBK5g01598,.
ACBK5g01599,.
ACBK5g01600,Mpyg-5-003230
ACBK5g01601,.
ACBK5g01602,Mpyg-5-003232
ACBK5g01603,.
ACBK5g01604,Mpyg-5-003233
ACBK5g01605,Mpyg-5-003234
ACBK5g01606,Mpyg-5-003235
ACBK5g01607,Mpyg-5-003236
ACBK5g01608,Mpyg-5-003237
ACBK5g01609,.
ACBK5g01610,.
ACBK5g01611,Mpyg-5-003238
ACBK5g01612,Mpyg-5-003239
ACBK5g01613,Mpyg-5-003240
ACBK5g01614,.
ACBK5g01615,Mpyg-5-003241
ACBK5g01616,Mpyg-5-003242
ACBK5g01617,Mpyg-5-003243
ACBK5g01618,.
