ACBK1g00001,Bdiv-1-001721
ACBK5g01519,Bdiv-5-002710
ACBK5g01520,.
ACBK5g01521,Bdiv-5-002712
ACBK5g01522,Bdiv-5-002713
ACBK5g01523,Bdiv-5-002714
ACBK5g01524,Bdiv-5-002715
ACBK5g01525,.
ACBK5g01526,.
ACBK5g01527,.
ACBK5g01528,.
ACBK5g01529,.
ACBK5g01530,.
ACBK5g01531,.
ACBK5g01532,Bdiv-5-002718
ACBK5g01533,.
ACBK5g01534,.
ACBK5g01535,Bdiv-5-002719
ACBK5g01536,Bdiv-5-002720
ACBK5g01537,Bdiv-5-002721
ACBK5g01538,Bdiv-5-002722
ACBK5g01539,Bdiv-5-002724
ACBK5g01540,.
ACBK5g01541,.
ACBK5g01542,.
ACBK5g01543,Bdiv-5-002725
ACBK5g01544,.
ACBK5g01545,.
ACBK5g01546,.
ACBK5g01547,.
ACBK5g01548,.
ACBK5g01549,.
ACBK5g01550,.
ACBK5g01551,.
ACBK5g01552,.
ACBK5g01553,.
ACBK5g01554,.
ACBK5g01555,.
ACBK5g01556,Bdiv-5-002727
ACBK5g01557,.
ACBK5g01558,.
ACBK5g01559,Bdiv-5-002729
ACBK5g01560,.
ACBK5g01561,Bdiv-5-002730
ACBK5g01562,Bdiv-5-002731
ACBK5g01563,.
ACBK5g01564,Bdiv-5-002732
ACBK5g01565,.
ACBK5g01566,Bdiv-5-002735
ACBK5g01567,.
ACBK5g01568,.
ACBK5g01569,Bdiv-5-002736
ACBK5g01570,Bdiv-5-002737
ACBK5g01571,Bdiv-5-002738
ACBK5g01572,Bdiv-5-002739
ACBK5g01573,.
ACBK5g01574,.
ACBK5g01575,Bdiv-5-002742
ACBK5g01576,Bdiv-5-002743
ACBK5g01577,Bdiv-5-002744
ACBK5g01578,.
ACBK5g01579,.
ACBK5g01580,.
ACBK5g01581,.
ACBK5g01582,.
ACBK5g01583,.
ACBK5g01584,Bdiv-5-002749
ACBK5g01585,Bdiv-5-002750
ACBK5g01586,Bdiv-5-002751
ACBK5g01587,Bdiv-5-002752
ACBK5g01588,.
ACBK5g01589,.
ACBK5g01590,.
ACBK5g01591,.
ACBK5g01592,.
ACBK5g01593,Bdiv-5-002755
ACBK5g01594,.
ACBK5g01595,Bdiv-5-002756
ACBK5g01596,Bdiv-5-002757
ACBK5g01597,.
ACBK5g01598,.
ACBK5g01599,.
ACBK5g01600,Bdiv-5-002758
ACBK5g01601,.
ACBK5g01602,.
ACBK5g01603,.
ACBK5g01604,Bdiv-5-002763
ACBK5g01605,Bdiv-5-002764
ACBK5g01606,.
ACBK5g01607,Bdiv-5-002765
ACBK5g01608,Bdiv-5-002766
ACBK5g01609,.
ACBK5g01610,.
ACBK5g01611,.
ACBK5g01612,.
ACBK5g01613,Bdiv-5-002770
ACBK5g01614,.
ACBK5g01615,.
ACBK5g01616,.
ACBK5g01617,Bdiv-5-002776
ACBK5g01618,.
ACBK5g01619,.
ACBK5g01620,.
ACBK5g01621,.
ACBK5g01622,.
ACBK5g01623,.
ACBK5g01624,Bdiv-5-002777
ACBK5g01625,Bdiv-5-002778
ACBK5g01626,.
ACBK5g01627,Bdiv-5-002780
ACBK5g01628,Bdiv-5-002781
ACBK5g01629,Bdiv-5-002782
ACBK5g01630,Bdiv-5-002783
ACBK5g01631,Bdiv-5-002784
ACBK5g01632,Bdiv-5-002785
ACBK5g01633,.
ACBK5g01634,Bdiv-5-002786
ACBK5g01635,.
ACBK5g01636,Bdiv-5-002787
ACBK5g01637,Bdiv-5-002788
ACBK5g01638,.
ACBK5g01639,Bdiv-5-002790
ACBK5g01640,Bdiv-5-002791
ACBK5g01641,Bdiv-5-002792
ACBK5g01642,.
ACBK5g01643,Bdiv-5-002795
ACBK5g01644,.
ACBK5g01645,Bdiv-5-002797
ACBK5g01646,.
ACBK5g01647,Bdiv-5-002798
ACBK5g01648,Bdiv-5-002799
ACBK5g01649,Bdiv-5-002800
ACBK5g01650,.
ACBK5g01651,Bdiv-5-002801
ACBK5g01652,.
ACBK5g01653,Bdiv-5-002803
ACBK5g01654,Bdiv-5-002804
ACBK5g01655,Bdiv-5-002805
ACBK5g01656,Bdiv-5-002806
ACBK5g01657,Bdiv-5-002807
ACBK5g01658,.
ACBK5g01659,.
ACBK5g01660,.
ACBK5g01661,.
ACBK5g01662,Bdiv-5-002810
ACBK5g01663,.
ACBK5g01664,.
ACBK5g01665,.
ACBK5g01666,.
ACBK5g01667,Bdiv-5-002812
ACBK5g01668,.
ACBK5g01669,Bdiv-5-002814
ACBK5g01670,Bdiv-5-002815
ACBK5g01671,Bdiv-5-002816
ACBK5g01672,.
ACBK5g01673,.
ACBK5g01674,.
ACBK5g01675,Bdiv-5-002819
ACBK5g01676,.
ACBK5g01677,Bdiv-5-002820
ACBK5g01678,.
ACBK5g01679,Bdiv-5-002828
ACBK5g01680,Bdiv-5-002829
ACBK5g01681,Bdiv-5-002833
ACBK5g01682,.
ACBK5g01683,Bdiv-5-002834
ACBK5g01684,Bdiv-5-002835
ACBK5g01685,.
ACBK5g01686,Bdiv-5-002837
ACBK5g01687,Bdiv-5-002838
ACBK5g01688,.
ACBK5g01689,.
ACBK5g01690,.
ACBK5g01691,Bdiv-5-002842
ACBK5g01692,Bdiv-5-002843
ACBK5g01693,Bdiv-5-002844
ACBK5g01694,Bdiv-5-002845
ACBK5g01695,.
ACBK5g01696,Bdiv-5-002847
ACBK5g01697,Bdiv-5-002848
ACBK5g01698,Bdiv-5-002850
ACBK5g01699,Bdiv-5-002851
ACBK5g01700,.
ACBK5g01701,.
ACBK5g01702,Bdiv-5-002852
ACBK5g01703,.
ACBK5g01704,Bdiv-5-002855
ACBK5g01705,Bdiv-5-002856
ACBK5g01706,.
ACBK5g01707,Bdiv-5-002857
ACBK5g01708,.
ACBK5g01709,.
ACBK5g01710,.
ACBK5g01711,.
ACBK5g01712,.
ACBK5g01713,Bdiv-5-002863
ACBK5g01714,Bdiv-5-002864
ACBK5g01715,.
ACBK5g01716,.
ACBK5g01717,.
ACBK5g01718,Bdiv-5-002867
ACBK5g01719,Bdiv-5-002868
ACBK5g01720,Bdiv-5-002869
ACBK5g01721,Bdiv-5-002871
ACBK5g01722,Bdiv-5-002872
ACBK5g01723,.
ACBK5g01724,Bdiv-5-002874
ACBK5g01725,Bdiv-5-002875
ACBK5g01726,Bdiv-5-002876
ACBK5g01727,Bdiv-5-002878
ACBK5g01728,.
ACBK5g01729,Bdiv-5-002880
ACBK5g01730,Bdiv-5-002881
ACBK5g01731,.
ACBK5g01732,.
ACBK5g01733,Bdiv-5-002884
ACBK5g01734,.
ACBK5g01735,Bdiv-5-002885
ACBK5g01736,Bdiv-5-002886
ACBK5g01737,.
ACBK5g01738,.
ACBK5g01739,.
ACBK5g01740,.
ACBK5g01741,Bdiv-5-002887
ACBK5g01742,Bdiv-5-002888
ACBK5g01743,Bdiv-5-002890
ACBK5g01744,Bdiv-5-002891
ACBK5g01745,Bdiv-5-002892
ACBK5g01746,Bdiv-5-002893
ACBK5g01747,Bdiv-5-002894
ACBK5g01748,Bdiv-5-002895
ACBK5g01749,Bdiv-5-002896
ACBK5g01750,Bdiv-5-002897
ACBK5g01751,.
ACBK5g01752,Bdiv-5-002899
ACBK5g01753,Bdiv-5-002900
ACBK5g01754,Bdiv-5-002901
ACBK5g01755,Bdiv-5-002902
ACBK5g01756,.
ACBK5g01757,Bdiv-5-002904
ACBK5g01758,.
ACBK5g01759,Bdiv-5-002907
ACBK5g01760,.
ACBK5g01761,.
ACBK5g01762,.
ACBK5g01763,.
ACBK5g01764,Bdiv-5-002910
ACBK5g01765,Bdiv-5-002912
ACBK5g01766,Bdiv-5-002913
ACBK5g01767,.
ACBK5g01768,.
ACBK5g01769,.
ACBK5g01770,.
ACBK5g01771,Bdiv-5-002917
ACBK5g01772,Bdiv-5-002918
ACBK5g01773,Bdiv-5-002919
ACBK5g01774,.
ACBK5g01775,.
ACBK5g01776,Bdiv-5-002922
ACBK5g01777,Bdiv-5-002923
ACBK5g01778,Bdiv-5-002924
ACBK5g01779,Bdiv-5-002925
ACBK5g01780,.
ACBK5g01781,.
ACBK5g01782,Bdiv-5-002927
ACBK5g01783,.
ACBK5g01784,Bdiv-5-002928
ACBK5g01785,Bdiv-5-002929
ACBK5g01786,Bdiv-5-002930
ACBK5g01787,.
ACBK5g01788,Bdiv-5-002931
ACBK5g01789,Bdiv-5-002932
ACBK5g01790,Bdiv-5-002933
ACBK5g01791,Bdiv-5-002935
ACBK5g01792,.
ACBK5g01793,Bdiv-5-002937
ACBK5g01794,Bdiv-5-002938
ACBK5g01795,Bdiv-5-002939
ACBK5g01796,Bdiv-5-002940
ACBK5g01797,Bdiv-5-002941
ACBK5g01798,Bdiv-5-002942
ACBK5g01799,Bdiv-5-002944
ACBK5g01800,Bdiv-5-002945
ACBK5g01801,Bdiv-5-002946
ACBK5g01802,Bdiv-5-002947
ACBK5g01803,.
ACBK5g01804,Bdiv-5-002949
ACBK5g01805,Bdiv-5-002950
ACBK5g01806,.
ACBK5g01807,Bdiv-5-002951
ACBK5g01808,.
ACBK5g01809,Bdiv-5-002953
ACBK5g01810,.
ACBK5g01811,Bdiv-5-002954
ACBK5g01812,Bdiv-5-002955
ACBK5g01813,.
ACBK5g01814,Bdiv-5-002956
ACBK5g01815,.
ACBK5g01816,Bdiv-5-002957
ACBK5g01817,.
ACBK5g01818,Bdiv-5-002959
ACBK5g01819,.
ACBK5g01820,Bdiv-5-002961
ACBK5g01821,Bdiv-5-002962
ACBK5g01822,Bdiv-5-002963
ACBK5g01823,Bdiv-5-002964
ACBK5g01824,.
ACBK5g01825,.
ACBK5g01826,.
ACBK5g01827,Bdiv-5-002966
ACBK5g01828,Bdiv-5-002967
ACBK5g01829,Bdiv-5-002968
ACBK5g01830,Bdiv-5-002969
ACBK5g01831,Bdiv-5-002970
ACBK5g01832,Bdiv-5-002971
ACBK5g01833,Bdiv-5-002972
ACBK5g01834,.
ACBK5g01835,Bdiv-5-002973
ACBK5g01836,Bdiv-5-002975
ACBK5g01837,Bdiv-5-002976
ACBK5g01838,Bdiv-5-002977
ACBK5g01839,.
ACBK5g01840,.
ACBK5g01841,.
ACBK5g01842,.
ACBK5g01843,.
ACBK5g01844,Bdiv-5-002979
ACBK5g01845,.
ACBK5g01846,.
ACBK5g01847,Bdiv-5-002980
ACBK5g01848,.
ACBK5g01849,Bdiv-5-002982
ACBK5g01850,.
ACBK5g01851,Bdiv-5-002984
ACBK5g01852,.
ACBK5g01853,Bdiv-5-002986
ACBK5g01854,.
ACBK5g01855,Bdiv-5-002988
ACBK5g01856,Bdiv-5-002989
ACBK5g01857,Bdiv-5-002990
ACBK5g01858,.
ACBK5g01859,Bdiv-5-002992
ACBK5g01860,Bdiv-5-002993
ACBK5g01861,Bdiv-5-002994
ACBK5g01862,Bdiv-5-002995
ACBK5g01863,.
ACBK5g01864,.
ACBK5g01865,Bdiv-5-002999
ACBK5g01866,.
ACBK5g01867,Bdiv-5-003000
ACBK5g01868,Bdiv-5-003001
ACBK5g01869,.
ACBK5g01870,Bdiv-5-003002
ACBK5g01871,Bdiv-5-003003
ACBK5g01872,.
ACBK5g01873,.
ACBK5g01874,.
ACBK5g01875,.
ACBK5g01876,.
ACBK5g01877,.
ACBK5g01878,.
ACBK5g01879,.
ACBK5g01880,Bdiv-5-003006
ACBK5g01881,.
ACBK5g01882,Bdiv-5-003007
ACBK5g01883,.
ACBK5g01884,.
ACBK5g01885,Bdiv-5-003008
ACBK5g01886,Bdiv-5-003009
ACBK5g01887,Bdiv-5-003010
ACBK5g01888,Bdiv-5-003011
ACBK5g01889,Bdiv-5-003012
ACBK5g01890,.
ACBK5g01891,.
ACBK5g01892,Bdiv-5-003014
ACBK5g01893,Bdiv-5-003015
ACBK5g01894,Bdiv-5-003016
ACBK5g01895,Bdiv-5-003017
ACBK5g01896,Bdiv-5-003018
ACBK5g01897,Bdiv-5-003019
ACBK5g01898,Bdiv-5-003020
ACBK5g01899,.
ACBK5g01900,Bdiv-5-003022
ACBK5g01901,Bdiv-5-003023
ACBK5g01902,Bdiv-5-003024
ACBK5g01903,Bdiv-5-003025
ACBK5g01904,Bdiv-5-003026
ACBK5g01905,.
ACBK5g01906,.
ACBK5g01907,.
ACBK5g01908,.
ACBK5g01909,.
ACBK5g01910,.
ACBK5g01911,.
ACBK5g01912,.
ACBK5g01913,Bdiv-5-003031
ACBK5g01914,Bdiv-5-003032
ACBK5g01915,.
ACBK5g01916,.
ACBK5g01917,.
ACBK5g01918,Bdiv-5-003036
ACBK5g01919,.
ACBK5g01920,.
ACBK5g01921,.
ACBK5g01922,Bdiv-5-003038
ACBK5g01923,.
ACBK5g01924,Bdiv-5-003039
ACBK5g01925,Bdiv-5-003040
ACBK5g01926,Bdiv-5-003042
ACBK5g01927,Bdiv-5-003043
ACBK5g01928,Bdiv-5-003044
ACBK5g01929,Bdiv-5-003045
ACBK5g01930,Bdiv-5-003046
ACBK5g01931,.
ACBK5g01932,.
ACBK5g01933,.
ACBK5g01934,.
ACBK5g01935,Bdiv-5-003047
ACBK5g01936,Bdiv-5-003048
ACBK5g01937,Bdiv-5-003049
ACBK5g01938,Bdiv-5-003050
ACBK5g01939,Bdiv-5-003051
ACBK5g01940,.
ACBK5g01941,.
ACBK5g01942,.
ACBK5g01943,.
ACBK5g01944,Bdiv-5-003053
ACBK5g01945,.
ACBK5g01946,Bdiv-5-003055
ACBK5g01947,Bdiv-5-003056
ACBK5g01948,.
ACBK5g01949,.
ACBK5g01950,.
ACBK5g01951,Bdiv-5-003057
ACBK5g01952,Bdiv-5-003058
ACBK5g01953,Bdiv-5-003059
ACBK5g01954,Bdiv-5-003060
ACBK5g01955,.
ACBK5g01956,Bdiv-5-003062
ACBK5g01957,.
ACBK5g01958,.
ACBK5g01959,.
ACBK5g01960,.
ACBK5g01961,.
ACBK5g01962,.
ACBK5g01963,.
ACBK5g01964,Bdiv-5-003065
ACBK5g01965,Bdiv-5-003066
ACBK5g01966,Bdiv-5-003067
ACBK5g01967,Bdiv-5-003068
ACBK5g01968,Bdiv-5-003069
ACBK5g01969,.
ACBK5g01970,Bdiv-5-003071
ACBK5g01971,Bdiv-5-003072
ACBK5g01972,Bdiv-5-003073
ACBK5g01973,Bdiv-5-003074
ACBK5g01974,Bdiv-5-003075
ACBK5g01975,Bdiv-5-003076
ACBK5g01976,Bdiv-5-003077
ACBK5g01977,.
ACBK5g01978,Bdiv-5-003078
ACBK5g01979,.
ACBK5g01980,Bdiv-5-003080
ACBK5g01981,.
ACBK5g01982,Bdiv-5-003081
ACBK5g01983,.
ACBK5g01984,Bdiv-5-003082
ACBK5g01985,Bdiv-5-003083
ACBK5g01986,Bdiv-5-003084
ACBK5g01987,Bdiv-5-003085
ACBK5g01988,Bdiv-5-003086
ACBK5g01989,.
ACBK5g01990,Bdiv-5-003088
ACBK5g01991,.
ACBK5g01992,.
ACBK5g01993,Bdiv-5-003091
ACBK5g01994,Bdiv-5-003092
ACBK5g01995,Bdiv-5-003093
ACBK5g01996,Bdiv-5-003095
ACBK5g01997,Bdiv-5-003096
ACBK5g01998,.
ACBK5g01999,.
ACBK5g02000,.
ACBK5g02001,.
ACBK5g02002,.
ACBK5g02003,.
ACBK5g02004,.
ACBK5g02005,.
ACBK5g02006,.
ACBK5g02007,Bdiv-5-003098
ACBK5g02008,.
ACBK5g02009,Bdiv-5-003099
ACBK5g02010,.
ACBK5g02011,Bdiv-5-003101
ACBK5g02012,Bdiv-5-003102
ACBK5g02013,.
ACBK5g02014,Bdiv-5-003104
ACBK5g02015,Bdiv-5-003109
ACBK5g02016,Bdiv-5-003110
ACBK5g02017,Bdiv-5-003111
ACBK5g02018,Bdiv-5-003112
ACBK5g02019,.
ACBK5g02020,Bdiv-5-003113
ACBK5g02021,Bdiv-5-003114
ACBK5g02022,.
ACBK5g02023,.
ACBK5g02024,.
ACBK5g02025,Bdiv-5-003117
ACBK5g02026,.
ACBK5g02027,Bdiv-5-003119
ACBK5g02028,Bdiv-5-003120
ACBK5g02029,.
ACBK5g02030,.
ACBK5g02031,Bdiv-5-003122
ACBK5g02032,.
ACBK5g02033,.
ACBK5g02034,Bdiv-5-003126
ACBK5g02035,.
ACBK5g02036,Bdiv-5-003128
ACBK5g02037,Bdiv-5-003129
ACBK5g02038,Bdiv-5-003130
ACBK5g02039,.
ACBK5g02040,Bdiv-5-003132
ACBK5g02041,Bdiv-5-003133
ACBK5g02042,Bdiv-5-003134
ACBK5g02043,Bdiv-5-003135
ACBK5g02044,Bdiv-5-003136
ACBK5g02045,.
ACBK5g02046,.
ACBK5g02047,Bdiv-5-003138
ACBK5g02048,.
ACBK5g02049,Bdiv-5-003140
ACBK5g02050,Bdiv-5-003141
ACBK5g02051,Bdiv-5-003142
ACBK5g02052,Bdiv-5-003143
ACBK5g02053,Bdiv-5-003144
ACBK5g02054,.
ACBK5g02055,.
ACBK5g02056,Bdiv-5-003145
ACBK5g02057,Bdiv-5-003146
ACBK5g02058,Bdiv-5-003147
ACBK5g02059,.
ACBK5g02060,.
ACBK5g02061,Bdiv-5-003149
ACBK5g02062,Bdiv-5-003150
ACBK5g02063,.
ACBK5g02064,Bdiv-5-003151
ACBK5g02065,Bdiv-5-003152
ACBK5g02066,.
ACBK5g02067,Bdiv-5-003153
ACBK5g02068,Bdiv-7-000257
ACBK5g02069,Bdiv-7-000258
ACBK5g02070,Bdiv-7-000259
ACBK5g02071,.
ACBK5g02072,.
ACBK5g02073,Bdiv-7-000261
ACBK5g02074,Bdiv-7-000262
ACBK5g02075,Bdiv-7-000263
ACBK5g02076,Bdiv-7-000264
ACBK5g02077,Bdiv-7-000265
ACBK5g02078,.
ACBK5g02079,Bdiv-7-000267
ACBK5g02080,.
ACBK5g02081,Bdiv-7-000269
ACBK5g02082,.
ACBK5g02083,Bdiv-7-000270
ACBK5g02084,Bdiv-7-000271
ACBK5g02085,Bdiv-7-000273
ACBK5g02086,.
ACBK5g02087,Bdiv-7-000274
ACBK5g02088,Bdiv-7-000275
ACBK5g02089,.
ACBK5g02090,.
ACBK5g02091,.
ACBK5g02092,.
ACBK5g02093,Bdiv-7-000283
ACBK5g02094,Bdiv-7-000284
ACBK5g02095,.
ACBK5g02096,Bdiv-7-000285
ACBK5g02097,
ACBK5g02098,Bdiv-5-003158
ACBK5g02099,Bdiv-5-003159
ACBK5g02100,Bdiv-5-003160
ACBK5g02101,Bdiv-5-003161
ACBK5g02102,Bdiv-5-003162
ACBK5g02103,Bdiv-5-003163
ACBK5g02104,.
ACBK5g02105,.
ACBK5g02106,Bdiv-5-003164
ACBK5g02107,Bdiv-5-003165
ACBK5g02108,.
ACBK5g02109,Bdiv-5-003167
ACBK5g02110,Bdiv-5-003168
ACBK5g02111,Bdiv-5-003169
ACBK5g02112,.
ACBK5g02113,.
ACBK5g02114,Bdiv-5-003189
ACBK5g02115,.
ACBK5g02116,Bdiv-5-003190
ACBK5g02117,Bdiv-5-003191
ACBK5g02118,Bdiv-5-003192
ACBK5g02119,.
ACBK5g02120,Bdiv-5-003194
ACBK5g02121,Bdiv-5-003195
ACBK5g02122,Bdiv-5-003196
ACBK5g02123,Bdiv-5-003197
ACBK5g02124,Bdiv-5-003198
ACBK5g02125,Bdiv-5-003199
ACBK5g02126,Bdiv-5-003200
ACBK5g02127,.
ACBK5g02128,Bdiv-5-003202
ACBK5g02129,.
ACBK5g02130,Bdiv-5-003204
ACBK5g02131,Bdiv-5-003205
ACBK5g02132,.
ACBK5g02133,.
ACBK5g02134,.
ACBK5g02135,.
ACBK5g02136,.
ACBK5g02137,.
ACBK5g02138,Bdiv-5-003211
ACBK5g02139,Bdiv-5-003212
ACBK5g02140,.
ACBK5g02141,.
ACBK5g02142,Bdiv-5-003214
ACBK5g02143,.
ACBK5g02144,Bdiv-5-003215
ACBK5g02145,Bdiv-5-003216
ACBK5g02146,.
ACBK5g02147,Bdiv-5-003218
ACBK5g02148,.
ACBK5g02149,Bdiv-5-003219
ACBK5g02150,Bdiv-5-003221
ACBK5g02151,.
ACBK5g02152,Bdiv-5-003222
ACBK5g02153,Bdiv-5-003223
ACBK5g02154,Bdiv-5-003224
ACBK5g02155,Bdiv-5-003225
ACBK5g02156,Bdiv-5-003226
ACBK5g02157,.
ACBK5g02158,Bdiv-5-003228
ACBK5g02159,.
ACBK5g02160,Bdiv-5-003231
ACBK5g02161,.
ACBK5g02162,Bdiv-5-003232
ACBK5g02163,.
ACBK5g02164,.
ACBK5g02165,.
ACBK5g02166,Bdiv-5-003235
ACBK5g02167,Bdiv-5-003236
ACBK5g02168,Bdiv-5-003237
ACBK5g02169,Bdiv-5-003238
ACBK5g02170,Bdiv-5-003239
ACBK5g02171,Bdiv-5-003240
ACBK5g02172,.
ACBK5g02173,Bdiv-5-003242
ACBK5g02174,Bdiv-5-003243
ACBK5g02175,Bdiv-5-003244
ACBK5g02176,Bdiv-5-003290
ACBK5g02177,Bdiv-5-003289
ACBK5g02178,Bdiv-5-003288
ACBK5g02179,Bdiv-5-003286
ACBK5g02180,Bdiv-5-003285
ACBK5g02181,.
ACBK5g02182,.
ACBK5g02183,Bdiv-5-003283
ACBK5g02184,.
ACBK5g02185,Bdiv-5-003282
ACBK5g02186,Bdiv-5-003281
ACBK5g02187,Bdiv-5-003280
ACBK5g02188,Bdiv-5-003279
ACBK5g02189,.
ACBK5g02190,Bdiv-5-003278
ACBK5g02191,Bdiv-5-003277
ACBK5g02192,Bdiv-5-003276
ACBK5g02193,Bdiv-5-003275
ACBK5g02194,Bdiv-5-003274
ACBK5g02195,Bdiv-5-003273
ACBK5g02196,Bdiv-5-003272
ACBK5g02197,.
ACBK5g02198,.
ACBK5g02199,.
ACBK5g02200,Bdiv-5-003269
ACBK5g02201,Bdiv-5-003268
ACBK5g02202,Bdiv-5-003267
ACBK5g02203,Bdiv-5-003266
ACBK5g02204,Bdiv-5-003263
ACBK5g02205,Bdiv-5-003262
ACBK5g02206,Bdiv-5-003261
ACBK5g02207,Bdiv-5-003260
ACBK5g02208,Bdiv-5-003259
ACBK5g02209,Bdiv-5-003258
ACBK5g02210,Bdiv-5-003257
ACBK5g02211,Bdiv-5-003256
ACBK5g02212,Bdiv-5-003255
ACBK5g02213,Bdiv-5-003254
ACBK5g02214,Bdiv-5-003253
ACBK5g02215,Bdiv-5-003251
ACBK5g02216,.
ACBK5g02217,Bdiv-5-003293
ACBK5g02218,Bdiv-5-003294
ACBK5g02219,Bdiv-5-003296
ACBK5g02220,Bdiv-5-003297
ACBK5g02221,Bdiv-5-003298
ACBK5g02222,Bdiv-5-003299
ACBK5g02223,Bdiv-5-003300
ACBK5g02224,Bdiv-5-003301
ACBK5g02225,.
ACBK5g02226,.
ACBK5g02227,Bdiv-5-003305
ACBK5g02228,Bdiv-5-003306
ACBK5g02229,.
ACBK5g02230,.
ACBK5g02231,Bdiv-5-003309
ACBK5g02232,Bdiv-5-003310
ACBK5g02233,Bdiv-5-003311
ACBK5g02234,.
ACBK5g02235,.
ACBK5g02236,Bdiv-5-003313
ACBK5g02237,Bdiv-5-003314
ACBK5g02238,Bdiv-5-003315
ACBK5g02239,Bdiv-5-003316
ACBK5g02240,.
ACBK5g02241,.
ACBK5g02242,.
ACBK5g02243,Bdiv-5-003318
ACBK5g02244,Bdiv-5-003319
ACBK5g02245,Bdiv-5-003320
ACBK5g02246,Bdiv-5-003321
ACBK5g02247,Bdiv-5-003322
ACBK5g02248,Bdiv-5-003323
ACBK5g02249,Bdiv-5-003324
ACBK5g02250,Bdiv-5-003326
ACBK5g02251,Bdiv-5-003327
ACBK5g02252,Bdiv-5-003328
ACBK5g02253,Bdiv-5-003330
ACBK5g02254,Bdiv-5-003331
ACBK5g02255,.
ACBK5g02256,Bdiv-5-003332
ACBK5g02257,.
ACBK5g02258,.
ACBK5g02259,Bdiv-5-003333
ACBK5g02260,.
ACBK5g02261,.
ACBK5g02262,Bdiv-5-003335
ACBK5g02263,Bdiv-5-003336
ACBK5g02264,.
ACBK5g02265,.
ACBK5g02266,Bdiv-5-003338
ACBK5g02267,Bdiv-5-003339
ACBK5g02268,Bdiv-5-003340
ACBK5g02269,.
ACBK5g02270,.
ACBK5g02271,Bdiv-5-003342
ACBK5g02272,.
ACBK5g02273,.
ACBK5g02274,.
ACBK5g02275,.
ACBK5g02276,.
ACBK5g02277,Bdiv-5-003345
ACBK5g02278,Bdiv-5-003346
ACBK5g02279,Bdiv-5-003347
ACBK5g02280,.
ACBK5g02281,.
ACBK5g02282,.
ACBK5g02283,Bdiv-5-003349
ACBK5g02284,.
ACBK5g02285,.
ACBK5g02286,.
ACBK5g02287,.
ACBK5g02288,.
ACBK5g02289,Bdiv-5-003354
ACBK5g02290,.
ACBK5g02291,Bdiv-5-003355
ACBK5g02292,Bdiv-5-003356
ACBK5g02293,.
ACBK5g02294,Bdiv-5-003358
ACBK5g02295,Bdiv-5-003359
ACBK5g02296,Bdiv-5-003360
ACBK5g02297,Bdiv-5-003361
ACBK5g02298,Bdiv-5-003362
ACBK5g02299,.
ACBK5g02300,Bdiv-5-003364
ACBK5g02301,.
ACBK5g02302,Bdiv-5-003365
ACBK5g02303,Bdiv-5-003366
ACBK5g02304,Bdiv-5-003367
ACBK5g02305,.
ACBK5g02306,.
ACBK5g02307,Bdiv-5-003369
ACBK5g02308,Bdiv-5-003370
ACBK5g02309,.
ACBK5g02310,Bdiv-5-003371
ACBK5g02311,Bdiv-5-003373
ACBK5g02312,Bdiv-5-003375
ACBK5g02313,Bdiv-5-003377
ACBK5g02314,Bdiv-5-003378
ACBK5g02315,Bdiv-5-003382
ACBK5g02316,Bdiv-5-003383
ACBK5g02317,Bdiv-5-003384
ACBK5g02318,Bdiv-5-003385
ACBK5g02319,Bdiv-5-003386
ACBK5g02320,Bdiv-5-003387
ACBK5g02321,Bdiv-5-003388
ACBK5g02322,Bdiv-5-003389
ACBK5g02323,.
ACBK5g02324,.
ACBK5g02325,.
ACBK5g02326,Bdiv-5-003392
ACBK5g02327,.
ACBK5g02328,Bdiv-5-003393
ACBK5g02329,Bdiv-5-003394
ACBK5g02330,.
ACBK5g02331,Bdiv-5-003395
ACBK5g02332,Bdiv-5-003396
ACBK5g02333,.
ACBK5g02334,Bdiv-5-003398
ACBK5g02335,Bdiv-5-003399
ACBK5g02336,Bdiv-5-003400
ACBK5g02337,Bdiv-5-003401
ACBK5g02338,Bdiv-5-003402
ACBK5g02339,Bdiv-5-003403
ACBK5g02340,Bdiv-5-003404
ACBK5g02341,Bdiv-5-003407
ACBK5g02342,.
ACBK5g02343,.
ACBK5g02344,Bdiv-5-003409
ACBK5g02345,Bdiv-5-003410
ACBK5g02346,Bdiv-5-003411
ACBK5g02347,.
ACBK5g02348,.
ACBK5g02349,.
ACBK5g02350,Bdiv-5-003414
ACBK5g02351,Bdiv-5-003415
ACBK5g02352,Bdiv-5-003416
ACBK5g02353,Bdiv-5-003417
ACBK5g02354,Bdiv-5-003418
ACBK5g02355,Bdiv-5-003419
ACBK5g02356,Bdiv-5-003420
ACBK5g02357,Bdiv-5-003421
ACBK5g02358,Bdiv-5-003422
ACBK5g02359,Bdiv-5-003423
ACBK5g02360,Bdiv-5-003424
ACBK5g02361,Bdiv-5-003425
ACBK5g02362,Bdiv-5-003426
ACBK5g02363,Bdiv-5-003427
ACBK5g02364,.
ACBK5g02365,Bdiv-5-003428
ACBK5g02366,.
ACBK5g02367,.
ACBK5g02368,Bdiv-5-003430
ACBK5g02369,Bdiv-5-003431
ACBK5g02370,Bdiv-5-003432
ACBK5g02371,.
ACBK5g02372,.
ACBK5g02373,Bdiv-5-003433
ACBK5g02374,.
ACBK5g02375,Bdiv-5-003434
ACBK5g02376,Bdiv-5-003435
