,Aare-4-000003,Aha-4-000001,Alsp-4-000002,Aru-a04-002343,,Asu-2-001210,Asu-9-000006,Ath-2-001391,,,Cen-7-002886,Cen-10-002845,Cfle-4-002886,Chivh-2-004894,Cla-7-02636,Cne-2-003890,Cpl-320-000004,Crub-4-000001,Csa-9-003557,Csa-7-002974,Csa-16-002824,Eche-7-002234,Esal-3-000009,Iind-5-003179,Mpe-12-000003,Mpyg-2-000094,Spar-4-000006,Tar-4-002763,,,
Aara-9-001310,Aare-4-001552,.,Alsp-4-001673,Aru-a04-001237,Aru-b04-001262,Asu-2-002550,Asu-9-001761,Ath-2-002765,.,.,Cen-3-001502,Cen-10-001415,Cfle-4-001404,Chivh-4-001802,Cla-7-01249,Cne-2-000564,Cpl-393-001213,Crub-4-001529,Csa-5-001623,Csa-7-000479,Csa-16-000485,.,Esal-3-001708,.,Mpe-3-000810,Mpyg-2-001388,Spar-4-001557,Tar-4-001217,,,
Aara-9-001311,Aare-4-001553,Aha-4-001572,Alsp-4-001674,Aru-a04-001236,Aru-b04-001260,Asu-2-002551,Asu-9-001762,Ath-2-002766,Bdiv-4-001356,Bst-4-001446,Cen-3-001503,Cen-10-001414,.,Chivh-4-001800,Cla-7-01248,Cne-2-000562,Cpl-393-001211,Crub-4-001530,Csa-5-001621,Csa-7-000478,Csa-16-000484,.,Esal-3-001709,Iind-5-001347,Mpe-3-000811,Mpyg-2-001386,Spar-4-001555,Tar-4-001216,,,
.,Aare-4-001554,Aha-4-001573,Alsp-4-001675,.,.,Asu-2-002552,.,Ath-2-002767,.,.,.,.,.,Chivh-4-001799,Cla-7-01247,Cne-2-000561,.,Crub-4-001531,Csa-5-001620,Csa-7-000477,Csa-16-000483,.,.,.,Mpe-3-000812,.,.,Tar-4-001215,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001532,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001533,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001534,.,.,.,.,.,.,.,.,.,.,,,
Aara-9-001312,Aare-4-001555,Aha-4-001575,Alsp-4-001677,Aru-a04-001234,Aru-b04-001256,Asu-2-002554,Asu-9-001763,Ath-2-002771,Bdiv-4-001355,Bst-4-001448,Cen-3-001506,Cen-10-001411,Cfle-4-001402,Chivh-4-001795,Cla-7-01246,Cne-2-000560,.,Crub-4-001535,.,Csa-7-000476,Csa-16-000482,.,Esal-3-001710,.,.,Mpyg-2-001384,.,.,,,
Aara-9-001313,.,Aha-4-001577,Alsp-4-001678,Aru-a04-001233,Aru-b04-001255,Asu-2-002555,Asu-9-001764,Ath-2-002772,Bdiv-4-001354,.,Cen-3-001507,Cen-10-001410,Cfle-4-001401,Chivh-4-001794,Cla-7-01245,Cne-2-000559,.,Crub-4-001536,Csa-5-001619,Csa-7-000475,Csa-16-000481,Eche-7-001233,Esal-3-001711,Iind-5-001345,Mpe-3-000813,Mpyg-2-001383,.,Tar-4-001214,,,
.,Aare-4-001557,Aha-4-001578,Alsp-4-001679,Aru-a04-001232,Aru-b04-001254,Asu-2-002556,Asu-9-001766,Ath-2-002773,Bdiv-4-001353,Bst-4-001450,Cen-3-001508,Cen-10-001409,Cfle-4-001400,Chivh-4-001793,Cla-7-01244,Cne-2-000558,.,Crub-4-001537,Csa-5-001618,Csa-7-000474,Csa-16-000480,Eche-7-001232,Esal-3-001712,.,Mpe-3-000814,.,.,Tar-4-001213,,,
.,.,Aha-4-001579,Alsp-4-001680,.,.,Asu-2-002557,Asu-9-001767,Ath-2-002774,Bdiv-4-001352,Bst-4-001451,Cen-3-001509,Cen-10-001408,.,Chivh-4-001792,Cla-7-01243,Cne-2-000557,Cpl-393-001209,Crub-4-001538,Csa-5-001617,Csa-7-000473,Csa-16-000479,.,Esal-3-001713,Iind-5-001344,Mpe-3-000815,Mpyg-2-001382,.,Tar-4-001212,,,
.,Aare-4-001559,.,Alsp-4-001681,Aru-a04-001231,Aru-b04-001253,Asu-2-002558,Asu-9-001768,Ath-2-002775,Bdiv-4-001351,Bst-4-001452,Cen-3-001510,Cen-10-001407,Cfle-4-001398,Chivh-4-001791,Cla-7-01242,Cne-2-000556,Cpl-393-001208,Crub-4-001539,Csa-5-001616,Csa-7-000472,Csa-16-000478,Eche-7-001231,Esal-3-001714,Iind-5-001343,Mpe-3-000816,Mpyg-2-001381,Spar-4-001554,Tar-4-001210,,,
Aara-9-001315,Aare-4-001560,Aha-4-001582,Alsp-4-001683,Aru-a04-001230,Aru-b04-001247,Asu-2-002561,Asu-9-001769,Ath-2-002778,Bdiv-4-001350,Bst-4-001453,Cen-3-001511,Cen-10-001406,Cfle-4-001397,Chivh-4-001790,Cla-7-01241,Cne-2-000555,Cpl-393-001206,Crub-4-001540,Csa-5-001615,Csa-7-000471,Csa-16-000475,Eche-7-001229,Esal-3-001715,Iind-5-001342,Mpe-3-000817,Mpyg-2-001379,Spar-4-001552,Tar-4-001209,,,
.,Aare-4-001561,Aha-4-001584,Alsp-4-001684,Aru-a04-001229,Aru-b04-001248,Asu-2-002562,Asu-9-001770,Ath-2-002779,Bdiv-4-001349,Bst-4-001454,Cen-3-001512,Cen-10-001405,Cfle-4-001396,Chivh-4-001789,Cla-7-01240,Cne-2-000554,.,Crub-4-001541,Csa-5-001614,Csa-7-000470,Csa-16-000474,.,Esal-3-001716,Iind-5-001341,Mpe-3-000818,Mpyg-2-001378,Spar-4-001551,Tar-4-001208,,,
.,.,Aha-4-001585,Alsp-4-001685,Aru-a04-001227,Aru-b04-001249,Asu-2-002563,Asu-9-001771,Ath-2-002780,.,Bst-4-001455,Cen-3-001513,Cen-10-001404,.,Chivh-4-001788,Cla-7-01239,Cne-2-000553,Cpl-393-001202,Crub-4-001542,Csa-5-001613,.,.,.,Esal-3-001717,Iind-5-001340,Mpe-3-000819,Mpyg-2-001376,.,Tar-4-001207,,,
.,Aare-4-001564,Aha-4-001586,Alsp-4-001686,.,Aru-b04-001250,Asu-2-002565,Asu-9-001772,Ath-2-002781,.,.,Cen-3-001514,Cen-10-001403,Cfle-4-001393,.,Cla-7-01238,.,.,Crub-4-001543,Csa-5-001612,.,.,.,Esal-3-001718,.,.,Mpyg-2-001374,.,.,,,
.,.,.,Alsp-4-001687,.,Aru-b04-001251,Asu-2-002567,.,Ath-2-002783,.,.,.,.,.,.,.,.,.,Crub-4-001544,Csa-5-001611,.,.,.,Esal-3-001719,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001545,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,Alsp-4-001688,.,.,.,.,Ath-2-002785,.,.,.,.,.,.,.,.,.,Crub-4-001546,.,.,.,.,.,.,.,.,.,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001547,.,.,.,.,.,.,.,.,.,.,,,
Aara-9-001318,Aare-4-001565,Aha-4-001587,Alsp-4-001689,Aru-a04-001226,Aru-b04-001252,Asu-2-002568,Asu-9-001773,Ath-2-002786,Bdiv-4-001346,Bst-4-001457,Cen-3-001516,Cen-10-001402,Cfle-4-001392,Chivh-4-001784,Cla-7-01237,Cne-2-000551,Cpl-393-001201,Crub-4-001548,Csa-5-001610,Csa-7-000468,Csa-16-000473,Eche-7-001225,Esal-3-001720,Iind-5-001338,Mpe-3-000820,Mpyg-2-001373,Spar-4-001549,Tar-4-001206,,,
.,Aare-4-001566,.,Alsp-4-001690,Aru-a04-001225,.,.,Asu-9-001774,.,Bdiv-4-001344,Bst-4-001458,Cen-3-001517,Cen-10-001401,.,Chivh-4-001783,.,Cne-2-000550,.,Crub-4-001549,Csa-5-001609,Csa-7-000467,Csa-16-000472,.,.,Iind-5-001337,Mpe-3-000821,Mpyg-2-001372,.,Tar-4-001205,,,
Aara-9-001322,Aare-4-001568,Aha-4-001590,Alsp-4-001692,Aru-a04-001224,.,Asu-2-002569,Asu-9-001776,Ath-2-002787,.,Bst-4-001460,Cen-3-001519,Cen-10-001400,.,Chivh-4-001781,Cla-7-01235,Cne-2-000548,Cpl-393-001197,Crub-4-001550,Csa-5-001607,Csa-7-000465,Csa-16-000470,Eche-7-001222,Esal-3-001722,Iind-5-001332,Mpe-3-000824,Mpyg-2-001367,Spar-4-001548,Tar-4-001202,,,
.,Aare-4-001569,Aha-4-001592,Alsp-4-001694,Aru-a04-001223,.,Asu-2-002572,Asu-9-001777,Ath-2-002791,Bdiv-4-001341,Bst-4-001461,Cen-3-001520,Cen-10-001399,Cfle-4-001389,Chivh-4-001776,Cla-7-01234,Cne-2-000546,Cpl-393-001196,Crub-4-001551,Csa-5-001604,Csa-7-000464,Csa-16-000469,Eche-7-001220,Esal-3-001723,Iind-5-001331,Mpe-3-000825,Mpyg-2-001366,Spar-4-001547,Tar-4-001201,,,
.,.,Aha-4-001593,Alsp-4-001695,Aru-a04-001222,Aru-b04-001245,Asu-2-002573,Asu-9-001778,Ath-2-002792,.,.,Cen-3-001521,Cen-10-001398,.,Chivh-4-001775,.,Cne-2-000545,Cpl-393-001195,Crub-4-001552,Csa-5-001603,Csa-7-000463,Csa-16-000468,Eche-7-001219,Esal-3-001724,Iind-5-001330,Mpe-3-000826,Mpyg-2-001365,Spar-4-001546,Tar-4-001200,,,
.,Aare-4-001571,Aha-4-001594,Alsp-4-001696,.,.,Asu-2-002574,Asu-9-001779,Ath-2-002793,.,.,.,.,.,Chivh-4-001774,.,Cne-2-000544,.,Crub-4-001553,.,.,Csa-16-000467,.,.,.,.,.,.,.,,,
Aara-9-001323,Aare-4-001572,Aha-4-001595,Alsp-4-001697,Aru-a04-001220,Aru-b04-001244,Asu-2-002576,Asu-9-001780,Ath-2-002796,Bdiv-4-001337,Bst-4-001465,Cen-3-001522,Cen-10-001397,Cfle-4-001387,Chivh-4-001773,Cla-7-01233,Cne-2-000543,Cpl-393-001194,Crub-4-001554,Csa-5-001600,Csa-7-000462,Csa-16-000466,Eche-7-001218,.,Iind-5-001329,Mpe-3-000827,Mpyg-2-001364,Spar-4-001545,.,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001555,.,.,,.,.,.,.,.,.,.,,,
.,Aare-4-001573,Aha-4-001596,Alsp-4-001698,Aru-a04-001219,Aru-b04-001243,Asu-2-002577,Asu-9-001782,Ath-2-002798,Bdiv-4-001336,.,Cen-3-001523,Cen-10-001396,Cfle-4-001386,Chivh-4-001771,Cla-7-01232,Cne-2-000542,Cpl-393-001193,Crub-4-001556,Csa-5-001599,Csa-7-000461,,Eche-7-001217,Esal-3-001725,Iind-5-001328,Mpe-3-000829,Mpyg-2-001363,Spar-4-001544,.,,,
Aara-9-001324,Aare-4-001574,Aha-4-001597,Alsp-4-001699,Aru-a04-001218,Aru-b04-001242,Asu-2-002578,Asu-9-001784,Ath-2-002799,Bdiv-4-001335,Bst-4-001467,Cen-3-001524,Cen-10-001391,Cfle-4-001385,Chivh-4-001770,Cla-7-01231,Cne-4-003150,Cpl-393-001192,Crub-4-001557,Csa-5-001598,Csa-4-002417,Csa-6-002318,Eche-7-001216,Esal-3-001726,.,Mpe-3-000830,Mpyg-2-001362,Spar-4-001543,Tar-4-001198,,,
Aara-9-001326,Aare-4-001575,Aha-4-001598,Alsp-4-001700,Aru-a04-001217,.,Asu-2-002579,Asu-9-001785,Ath-2-002800,.,Bst-4-001468,Cen-3-001525,Cen-10-001389,Cfle-4-001384,Chivh-4-001769,Cla-7-01230,Cne-4-003151,Cpl-393-001191,Crub-4-001558,Csa-5-001597,Csa-4-002418,Csa-6-002319,Eche-7-001215,Esal-3-001727,.,Mpe-3-000831,Mpyg-2-001361,Spar-4-001542,Tar-4-001197,,,
Aara-9-001327,Aare-4-001576,Aha-4-001599,Alsp-4-001701,Aru-a04-001216,Aru-b04-001241,Asu-2-002580,Asu-9-001786,Ath-2-002801,Bdiv-4-001333,Bst-4-001469,Cen-3-001526,Cen-10-001388,.,Chivh-4-001768,Cla-7-01229,.,Cpl-393-001190,Crub-4-001559,Csa-5-001596,Csa-4-002419,Csa-6-002320,Eche-7-001214,Esal-3-001728,Iind-5-001324,Mpe-3-000832,Mpyg-2-001360,Spar-4-001541,Tar-4-001196,,,
Aara-9-001328,.,Aha-4-001614,Alsp-4-001702,Aru-a04-001215,Aru-b04-001240,Asu-2-002581,Asu-9-001787,Ath-2-002802,Bdiv-4-001332,Bst-4-001470,.,Cen-10-001387,Cfle-4-001381,Chivh-4-001767,.,.,Cpl-393-001189,Crub-4-001560,Csa-5-001595,.,Csa-6-002321,Eche-7-001213,Esal-3-001729,Iind-5-001323,Mpe-3-000833,Mpyg-2-001359,Spar-4-001540,Tar-4-001194,,,
.,.,.,Alsp-4-001703,Aru-a04-001214,Aru-b04-001239,Asu-2-002582,Asu-9-001788,Ath-2-002803,.,.,.,Cen-10-001386,.,.,Cla-7-01228,.,.,Crub-4-001561,Csa-5-001594,Csa-4-002420,.,Eche-7-001211,.,.,.,.,.,.,,,
Aara-9-001329,.,.,Alsp-4-001704,.,Aru-b04-001237,Asu-2-002583,Asu-9-001789,Ath-2-002804,.,.,.,Cen-10-001385,.,.,Cla-7-01226,Cne-4-003156,Cpl-393-001188,Crub-4-001562,.,Csa-4-002421,.,.,.,Iind-5-001321,Mpe-3-000835,Mpyg-2-001358,.,.,,,
,.,Aha-4-001615,Alsp-4-001705,Aru-a04-001213,.,Asu-2-002584,Asu-9-001790,Ath-2-002805,Bdiv-4-001331,.,.,Cen-10-001384,Cfle-4-001379,Chivh-4-001764,Cla-7-01225,.,Cpl-393-001187,Crub-4-001563,Csa-5-001593,Csa-4-002422,Csa-6-002322,Eche-7-001209,Esal-3-001731,Iind-5-001320,Mpe-3-000836,Mpyg-2-001357,.,Tar-4-001192,,,
,Aare-4-001580,Aha-4-001616,Alsp-4-001706,Aru-a04-001212,Aru-b04-001236,Asu-2-002585,Asu-9-001791,Ath-2-002806,.,.,.,Cen-10-001383,Cfle-4-001378,Chivh-4-001763,Cla-7-01224,Cne-4-003159,Cpl-393-001186,Crub-4-001564,Csa-5-001592,Csa-4-002423,Csa-6-002323,.,Esal-3-001732,Iind-5-001319,Mpe-3-000837,Mpyg-2-001356,Spar-4-001538,Tar-4-001190,,,
Aara-10-000623,Aare-4-001581,Aha-4-001617,Alsp-4-001707,Aru-a04-001211,Aru-b04-001235,Asu-2-002586,Asu-9-001792,Ath-2-002807,Bdiv-4-001329,Bst-4-001473,Cen-3-001528,Cen-10-001382,Cfle-4-001377,Chivh-4-001762,Cla-7-01223,Cne-4-003160,Cpl-393-001185,Crub-4-001565,Csa-5-001591,Csa-4-002424,Csa-6-002324,Eche-7-001207,Esal-3-001733,Iind-5-001318,Mpe-3-000838,Mpyg-2-001355,.,Tar-4-001189,,,
.,Aare-4-001582,.,Alsp-4-001708,Aru-a04-001210,Aru-b04-001234,Asu-2-002587,Asu-9-001793,Ath-2-002808,Bdiv-4-001328,Bst-4-001474,Cen-3-001529,Cen-10-001381,Cfle-4-001376,Chivh-4-001761,Cla-7-01222,Cne-4-003161,.,Crub-4-001566,Csa-5-001590,Csa-4-002425,Csa-6-002325,Eche-7-001206,.,.,.,.,.,.,,,
Aara-10-000622,Aare-4-001583,Aha-4-001618,Alsp-4-001709,.,Aru-b04-001233,Asu-2-002588,Asu-9-001794,Ath-2-002809,.,.,Cen-3-001530,Cen-10-001380,Cfle-4-001375,Chivh-4-001760,Cla-7-01221,Cne-4-003162,Cpl-393-001184,Crub-4-001567,Csa-5-001587,Csa-4-002426,.,Eche-7-001205,Esal-3-001734,.,Mpe-3-000839,Mpyg-2-001354,.,.,,,
.,Aare-4-001584,.,Alsp-4-001710,.,.,Asu-2-002589,Asu-9-001795,Ath-2-002810,Bdiv-4-001326,Bst-4-001476,.,Cen-10-001379,Cfle-4-001374,Chivh-4-001759,.,.,.,Crub-4-001568,Csa-5-001586,Csa-4-002427,Csa-6-002326,.,.,.,Mpe-3-000841,.,.,.,,,
Aara-10-000621,Aare-4-001585,Aha-4-001619,Alsp-4-001711,Aru-a04-001209,Aru-b04-001232,Asu-2-002590,Asu-9-001796,Ath-2-002811,Bdiv-4-001325,Bst-4-001477,Cen-3-001531,Cen-10-001378,Cfle-4-001373,Chivh-4-001758,.,Cne-4-003164,Cpl-393-001182,Crub-4-001569,Csa-5-001585,Csa-4-002430,Csa-6-002327,.,Esal-3-001735,Iind-5-001316,Mpe-3-000842,Mpyg-2-001353,Spar-4-001536,Tar-4-001188,,,
Aara-10-000620,.,Aha-4-001620,Alsp-4-001713,Aru-a04-001207,Aru-b04-001230,Asu-2-002592,Asu-9-001798,Ath-2-002813,Bdiv-4-001324,.,.,Cen-10-001376,Cfle-4-001372,Chivh-4-001757,Cla-7-01219,Cne-4-003165,Cpl-393-001180,Crub-4-001570,Csa-5-001583,Csa-4-002432,Csa-6-002329,.,Esal-3-001737,Iind-5-001314,.,Mpyg-2-001351,Spar-4-001534,Tar-4-001186,,,
.,.,Aha-4-001621,Alsp-4-001714,Aru-a04-001206,Aru-b04-001229,Asu-2-002593,Asu-9-001799,Ath-2-002814,Bdiv-4-001323,Bst-4-001479,Cen-3-001533,Cen-10-001375,.,Chivh-4-001756,.,Cne-4-003166,.,Crub-4-001571,Csa-5-001582,Csa-4-002434,Csa-6-002330,.,Esal-3-001738,Iind-5-001313,Mpe-3-000844,.,.,Tar-4-001185,,,
.,Aare-4-001588,.,Alsp-4-001715,Aru-a04-001205,.,Asu-2-002594,Asu-9-001800,Ath-2-002815,Bdiv-4-001322,.,Cen-3-001534,Cen-10-001374,Cfle-4-001370,Chivh-4-001755,Cla-7-01218,Cne-4-003167,.,Crub-4-001572,Csa-5-001581,Csa-4-002435,Csa-6-002331,.,Esal-3-001739,Iind-5-001312,Mpe-3-000845,.,.,Tar-4-001184,,,
Aara-10-000619,Aare-4-001589,.,Alsp-4-001716,Aru-a04-001204,Aru-b04-001228,Asu-2-002595,Asu-9-001801,Ath-2-002816,Bdiv-4-001321,Bst-4-001480,Cen-3-001535,Cen-10-001372,Cfle-4-001368,Chivh-4-001753,Cla-7-01217,Cne-4-003168,Cpl-393-001179,Crub-4-001573,Csa-5-001580,Csa-4-002436,Csa-6-002333,Eche-7-001201,Esal-3-001740,Iind-5-001311,Mpe-3-000846,Mpyg-2-001350,Spar-4-001533,Tar-4-001183,,,
Aara-10-000617,.,Aha-4-001623,Alsp-4-001717,Aru-a04-001203,Aru-b04-001227,Asu-2-002596,Asu-9-001802,Ath-2-002817,.,Bst-4-001483,Cen-3-001536,Cen-10-001371,Cfle-4-001367,Chivh-4-001752,Cla-7-01216,Cne-4-003169,.,Crub-4-001574,Csa-5-001579,Csa-4-002437,Csa-6-002335,.,Esal-3-001741,Iind-5-001310,Mpe-3-000847,Mpyg-2-001348,.,Tar-4-001182,,,
.,.,Aha-4-001624,Alsp-4-001718,Aru-a04-001202,.,Asu-2-002597,Asu-9-001803,Ath-2-002818,.,.,Cen-3-001537,Cen-10-001370,Cfle-4-001366,Chivh-4-001751,Cla-7-01215,Cne-4-003170,.,Crub-4-001575,Csa-5-001578,Csa-4-002438,Csa-6-002336,Eche-7-001199,Esal-3-001742,Iind-5-001309,Mpe-3-000848,.,.,.,,,
Aara-10-000616,.,Aha-4-001625,Alsp-4-001719,Aru-a04-001201,Aru-b04-001226,Asu-2-002598,Asu-9-001804,Ath-2-002819,.,Bst-4-001485,Cen-3-001538,Cen-10-001369,Cfle-4-001365,Chivh-4-001750,Cla-7-01214,Cne-4-003171,Cpl-393-001177,Crub-4-001576,Csa-5-001577,Csa-4-002439,Csa-6-002337,Eche-7-001198,Esal-3-001743,Iind-5-001308,Mpe-3-000849,Mpyg-2-001347,Spar-4-001531,Tar-4-001181,,,
Aara-10-000615,Aare-4-001593,Aha-4-001626,Alsp-4-001720,Aru-a04-001200,Aru-b04-001225,Asu-2-002599,Asu-9-001805,Ath-2-002820,.,Bst-4-001486,Cen-3-001539,Cen-10-001368,Cfle-4-001364,Chivh-4-001749,.,Cne-4-003172,Cpl-393-001176,Crub-4-001577,Csa-5-001576,Csa-4-002440,Csa-6-002338,Eche-7-001197,Esal-3-001744,Iind-5-001307,Mpe-3-000850,Mpyg-2-001346,Spar-4-001530,Tar-4-001180,,,
Aara-10-000614,.,Aha-4-001627,Alsp-4-001721,Aru-a04-001199,Aru-b04-001224,Asu-2-002600,Asu-9-001806,Ath-2-002821,Bdiv-4-001320,Bst-4-001487,Cen-3-001540,Cen-10-001367,Cfle-4-001363,Chivh-4-001748,Cla-7-01213,.,Cpl-393-001175,Crub-4-001578,Csa-5-001575,Csa-4-002441,Csa-6-002339,.,.,Iind-5-001306,Mpe-3-000851,Mpyg-2-001345,Spar-4-001529,Tar-4-001179,,,
.,Aare-4-001595,Aha-4-001628,Alsp-4-001722,Aru-a04-001197,Aru-b04-001223,Asu-2-002601,Asu-9-001807,Ath-2-002822,Bdiv-4-001319,Bst-4-001488,Cen-3-001541,Cen-10-001366,.,Chivh-4-001745,Cla-7-01212,Cne-4-003174,.,Crub-4-001579,Csa-5-001574,Csa-4-002442,Csa-6-002340,.,Esal-3-001745,Iind-5-001305,Mpe-3-000852,Mpyg-2-001344,.,Tar-4-001178,,,
Aara-10-000612,Aare-4-001596,.,Alsp-4-001723,Aru-a04-001196,Aru-b04-001222,Asu-2-002602,Asu-9-001808,Ath-2-002823,Bdiv-4-001318,.,Cen-3-001542,Cen-10-001365,.,.,Cla-7-01211,.,Cpl-393-001173,Crub-4-001580,Csa-5-001573,Csa-4-002444,Csa-6-002341,Eche-7-001195,Esal-3-001746,Iind-5-001304,Mpe-3-000853,Mpyg-2-001343,Spar-4-001527,.,,,
Aara-10-000611,Aare-4-001598,Aha-4-001630,Alsp-4-001725,Aru-a04-001194,Aru-b04-001220,Asu-2-002604,Asu-9-001810,Ath-2-002825,Bdiv-4-001315,Bst-4-001491,Cen-3-001544,.,Cfle-4-001360,Chivh-4-001743,.,Cne-4-003176,.,Crub-4-001581,Csa-5-001571,Csa-4-002446,Csa-6-002343,Eche-7-001193,Esal-3-001747,Iind-5-001303,Mpe-3-000855,Mpyg-2-001342,Spar-4-001526,.,,,
Aara-10-000610,Aare-4-001599,Aha-4-001631,Alsp-4-001726,Aru-a04-001193,Aru-b04-001219,Asu-2-002605,Asu-9-001811,Ath-2-002826,Bdiv-4-001314,Bst-4-001492,Cen-3-001545,Cen-10-001363,.,.,Cla-7-01209,Cne-4-003177,Cpl-393-001171,Crub-4-001582,Csa-5-001570,Csa-4-002447,Csa-6-002344,Eche-7-001192,Esal-3-001748,Iind-5-001301,Mpe-3-000857,Mpyg-2-001341,Spar-4-001525,Tar-4-001176,,,
.,Aare-4-001600,Aha-4-001632,Alsp-4-001727,Aru-a04-001192,Aru-b04-001218,Asu-2-002606,Asu-9-001812,Ath-2-002827,Bdiv-4-001313,Bst-4-001493,Cen-3-001546,Cen-10-001362,Cfle-4-001358,Chivh-4-001741,Cla-7-01208,Cne-4-003178,Cpl-393-001170,Crub-4-001583,Csa-5-001569,Csa-4-002448,Csa-6-002345,Eche-7-001191,.,Iind-5-001300,Mpe-3-000858,Mpyg-2-001340,Spar-4-001524,Tar-4-001175,,,
Aara-10-000609,Aare-4-001601,Aha-4-001633,Alsp-4-001728,Aru-a04-001191,Aru-b04-001217,Asu-2-002607,Asu-9-001813,Ath-2-002828,Bdiv-4-001312,Bst-4-001494,Cen-3-001547,Cen-10-001361,Cfle-4-001357,Chivh-4-001733,.,Cne-4-003179,Cpl-393-001169,Crub-4-001584,Csa-5-001568,Csa-4-002449,Csa-6-002346,Eche-7-001189,Esal-3-001749,Iind-5-001299,Mpe-3-000859,Mpyg-2-001339,.,.,,,
Aara-10-000603,Aare-4-001602,Aha-4-001634,Alsp-4-001729,Aru-a04-001190,Aru-b04-001215,Asu-2-002608,Asu-9-001815,Ath-2-002829,Bdiv-4-001311,Bst-4-001495,Cen-3-001548,Cen-10-001360,Cfle-4-001356,Chivh-4-001732,Cla-7-01207,Cne-4-003180,Cpl-393-001168,Crub-4-001585,Csa-5-001567,Csa-4-002450,Csa-6-002347,Eche-7-001188,Esal-3-001751,Iind-5-001298,Mpe-3-000860,Mpyg-2-001338,Spar-4-001522,Tar-4-001174,,,
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-4-001586,.,.,.,,.,.,.,.,.,.,,,
.,Aare-4-001603,Aha-4-001635,Alsp-4-001730,Aru-a04-001189,Aru-b04-001214,Asu-2-002609,Asu-9-001816,Ath-2-002830,Bdiv-4-001310,Bst-4-001496,Cen-3-001549,Cen-10-001359,Cfle-4-001355,Chivh-4-001731,Cla-7-01206,Cne-4-003181,Cpl-393-001167,Crub-4-001587,Csa-5-001566,Csa-4-002451,Csa-6-002348,Eche-7-000496,Esal-3-001752,Iind-5-001297,Mpe-3-000861,Mpyg-2-001337,Spar-4-001521,Tar-4-001173,,,
Aara-10-000602,.,.,Alsp-4-001731,Aru-a04-001188,Aru-b04-001213,Asu-2-002610,Asu-9-001817,Ath-2-002831,.,Bst-4-001497,Cen-3-001550,Cen-10-001358,.,Chivh-4-001730,Cla-7-01205,Cne-4-003182,.,Crub-4-001588,Csa-5-001565,Csa-4-002452,Csa-6-002349,.,Esal-3-001753,Iind-5-001296,Mpe-3-000862,Mpyg-2-001336,.,Tar-4-001172,,,
Aara-10-000600,Aare-4-001605,Aha-4-001636,Alsp-4-001732,.,Aru-b04-001212,Asu-2-002611,Asu-9-001818,Ath-2-002832,.,Bst-4-001498,.,Cen-10-001357,Cfle-4-001353,Chivh-4-001729,Cla-7-01204,Cne-4-003183,Cpl-393-001165,Crub-4-001589,Csa-5-001564,Csa-4-002453,Csa-6-002350,Eche-7-000497,Esal-3-001754,.,Mpe-3-000863,Mpyg-2-001335,Spar-4-001519,Tar-4-001171,,,
Aara-10-000599,.,Aha-4-001637,Alsp-4-001733,.,Aru-b04-001210,Asu-2-002613,Asu-9-001819,Ath-2-002834,.,Bst-4-001499,Cen-3-001552,Cen-10-001355,.,.,Cla-7-01203,.,.,Crub-4-001590,Csa-5-001563,Csa-4-002454,Csa-6-002351,Eche-7-000498,Esal-3-001755,Iind-5-001295,Mpe-3-000864,Mpyg-2-001333,.,.,,,
Aara-10-000596,Aare-4-001607,Aha-4-001639,Alsp-4-001735,Aru-a04-001185,Aru-b04-001207,Asu-2-002615,Asu-9-001821,Ath-2-002836,Bdiv-4-001305,Bst-4-001500,Cen-3-001554,Cen-10-001353,Cfle-4-001351,Chivh-4-001727,Cla-7-01201,Cne-4-003185,Cpl-393-001161,Crub-4-001591,Csa-5-001561,Csa-4-002456,Csa-6-002353,Eche-7-000500,Esal-3-001757,Iind-5-001293,Mpe-3-000866,Mpyg-2-001330,Spar-4-001515,Tar-4-001167,,,
Aara-10-000595,Aare-4-001609,Aha-4-001640,Alsp-4-001736,Aru-a04-001184,Aru-b04-001206,Asu-2-002616,Asu-9-001823,Ath-2-002837,Bdiv-4-001304,Bst-4-001501,Cen-3-001555,Cen-10-001352,.,Chivh-4-001726,Cla-7-01200,Cne-4-003186,Cpl-393-001160,Crub-4-001592,Csa-5-001560,Csa-4-002457,Csa-6-002354,Eche-7-000501,Esal-3-001758,Iind-5-001292,Mpe-3-000867,Mpyg-2-001329,Spar-4-001514,Tar-4-001166,,,
