,Aare-2-000003,Aha-2-000001,Alsp-2-000002,Aru-a02-002015,Aru-b02-000006,Asu-1-005099,Asu-7-000002,Ath-1-005393,Bdiv-1-001742,Bst-1-003188,,Cen-14-002794,Cfle-7-002488,Chivh-2-006206,Cla-5-02337,Cne-2-005372,Cpl-481-000002,Crub-2-000001,Csa-9-004813,,Csa-16-004146,Eche-4-000017,Esal-2-003258,Iind-1-003667,Mpe-14-000712,,Spar-2-000001,,,,
Aara-4-000295,Aare-2-001890,Aha-2-001916,Alsp-2-001803,.,Aru-b02-001350,Asu-1-005926,Asu-7-002065,Ath-1-006258,.,Bst-2-002843,Cen-6-001884,Cen-14-000758,.,Chivh-2-004136,Cla-5-00432,Cne-2-003257,.,Crub-2-001938,Csa-9-002988,Csa-7-002394,Csa-16-002236,Eche-4-001448,Esal-1-000684,Iind-7-000766,Mpe-13-000755,Mpyg-6-000701,.,Tar-5-002461,,,Ggyn-8-000606
.,.,.,.,.,.,.,.,Ath-1-006259,.,.,.,.,.,.,.,.,.,Crub-2-001939,.,.,Csa-16-002237,.,.,.,Mpe-13-000754,.,.,.,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001940,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000296,.,Aha-2-001917,Alsp-2-001804,Aru-a02-000661,Aru-b02-001351,Asu-1-005927,Asu-7-002066,Ath-1-006260,.,.,Cen-6-001885,Cen-14-000757,Cfle-7-000747,Chivh-2-004132,Cla-5-00433,Cne-2-003259,Cpl-442-000625,Crub-2-001941,Csa-9-002991,Csa-7-002396,Csa-16-002239,Eche-4-001451,Esal-1-000682,Iind-7-000765,Mpe-13-000752,Mpyg-6-000700,Spar-5-001952,Tar-5-002462,,,.
Aara-4-000297,.,Aha-2-001919,Alsp-2-001806,.,Aru-b02-001352,Asu-1-005929,Asu-7-002068,Ath-1-006261,Bdiv-2-000852,Bst-2-002846,Cen-6-001887,Cen-14-000755,Cfle-7-000746,Chivh-2-004131,Cla-5-00434,Cne-2-003260,Cpl-442-000626,Crub-2-001942,Csa-9-002992,Csa-7-002397,Csa-16-002240,Eche-4-001452,Esal-1-000681,Iind-7-000763,Mpe-13-000751,Mpyg-6-000698,Spar-5-001953,.,,,Ggyn-8-000603
Aara-4-000298,Aare-2-001893,Aha-2-001920,Alsp-2-001807,.,Aru-b02-001353,Asu-1-005930,Asu-7-002069,Ath-1-006262,.,Bst-2-002847,Cen-6-001888,Cen-14-000754,.,.,Cla-5-00435,.,.,Crub-2-001943,Csa-9-002993,Csa-7-002398,Csa-16-002241,Eche-4-001453,Esal-1-000680,.,Mpe-13-000750,Mpyg-6-000694,.,.,,,.
.,.,.,Alsp-2-001808,Aru-a02-000660,Aru-b02-001354,Asu-1-005931,Asu-7-002070,Ath-1-006263,Bdiv-2-000851,.,Cen-6-001889,Cen-14-000753,Cfle-7-000745,Chivh-2-004130,Cla-5-00436,Cne-2-003261,Cpl-442-000629,Crub-2-001944,.,Csa-7-002399,Csa-16-002242,.,Esal-1-000679,Iind-7-000762,Mpe-13-000749,Mpyg-6-000693,Spar-5-001955,Tar-5-002464,,,.
Aara-4-000299,Aare-2-001894,Aha-2-001921,Alsp-2-001809,Aru-a02-000659,.,Asu-1-005932,Asu-7-002071,Ath-1-006264,Bdiv-2-000850,Bst-2-002848,Cen-6-001890,Cen-14-000752,Cfle-7-000744,.,Cla-5-00437,Cne-2-003262,Cpl-442-000630,Crub-2-001945,Csa-9-002994,Csa-7-002400,Csa-16-002243,Eche-4-001454,Esal-1-000678,Iind-7-000761,Mpe-13-000748,Mpyg-6-000692,.,Tar-5-002465,,,Ggyn-8-000600
Aara-4-000300,.,Aha-2-001922,Alsp-2-001810,Aru-a02-000658,Aru-b02-001355,Asu-1-005933,Asu-7-002072,Ath-1-006265,.,Bst-2-002849,Cen-6-001891,Cen-14-000751,.,Chivh-2-004128,Cla-5-00438,Cne-2-003263,Cpl-442-000631,Crub-2-001946,Csa-9-002995,Csa-7-002404,Csa-16-002244,Eche-4-001455,Esal-1-000677,Iind-7-000760,.,Mpyg-6-000691,.,Tar-5-002466,,,.
Aara-4-000301,Aare-2-001896,Aha-2-001923,Alsp-2-001812,Aru-a02-000657,Aru-b02-001356,Asu-1-005935,Asu-7-002074,Ath-1-006267,Bdiv-2-000847,Bst-2-002851,Cen-6-001892,Cen-14-000749,Cfle-7-000742,Chivh-2-004126,Cla-5-00440,Cne-2-003265,Cpl-442-000633,Crub-2-001947,Csa-9-002997,Csa-7-002406,Csa-16-002246,Eche-4-001456,Esal-1-000676,Iind-7-000758,Mpe-13-000746,Mpyg-6-000689,Spar-5-001957,Tar-5-002467,,,Ggyn-8-000598
Aara-4-000302,Aare-2-001897,Aha-2-001924,Alsp-2-001813,Aru-a02-000656,.,Asu-1-005936,Asu-7-002075,Ath-1-006268,Bdiv-2-000846,Bst-2-002852,Cen-6-001893,Cen-14-000748,Cfle-7-000741,Chivh-2-004125,Cla-5-00441,Cne-2-003266,Cpl-442-000634,Crub-2-001948,Csa-9-002998,Csa-7-002407,Csa-16-002247,.,Esal-1-000675,Iind-7-000757,Mpe-13-000745,Mpyg-6-000688,Spar-5-001958,.,,,.
.,Aare-2-001898,Aha-2-001925,Alsp-2-001814,.,.,Asu-1-005937,Asu-7-002076,Ath-1-006269,Bdiv-2-000845,Bst-2-002853,Cen-6-001894,Cen-14-000747,Cfle-7-000740,Chivh-2-004124,.,Cne-2-003267,.,Crub-2-001949,Csa-9-003000,Csa-7-002408,Csa-16-002248,Eche-4-001458,Esal-1-000674,.,Mpe-13-000744,.,.,.,,,.
Aara-4-000304,.,Aha-2-001926,Alsp-2-001815,Aru-a02-000655,Aru-b02-001357,Asu-1-005938,Asu-7-002077,Ath-1-006270,Bdiv-2-000844,Bst-2-002854,Cen-6-001895,Cen-14-000745,.,Chivh-2-004123,Cla-5-00442,Cne-2-003268,Cpl-442-000635,Crub-2-001950,Csa-9-003001,Csa-7-002409,Csa-16-002249,Eche-4-001459,Esal-1-000673,Iind-7-000756,Mpe-13-000743,Mpyg-6-000687,.,Tar-5-002468,,,.
Aara-4-000305,Aare-2-001900,Aha-2-001927,Alsp-2-001816,.,Aru-b02-001358,Asu-1-005939,Asu-7-002078,Ath-1-006271,Bdiv-2-000843,Bst-2-002855,.,.,Cfle-7-000738,Chivh-2-004122,.,Cne-2-003269,.,Crub-2-001951,.,Csa-7-002410,Csa-16-002250,.,.,.,Mpe-13-000742,.,.,.,,,.
.,Aare-2-001902,Aha-2-001929,Alsp-2-001818,Aru-a02-000652,Aru-b02-001359,Asu-1-005941,Asu-7-002080,Ath-1-006273,Bdiv-2-000841,Bst-2-002857,Cen-6-001898,Cen-14-000742,Cfle-7-000735,Chivh-2-004319,Cla-5-00444,.,Cpl-442-000638,Crub-2-001952,Csa-9-003003,Csa-7-002412,Csa-16-002252,Eche-4-001462,Esal-1-000671,Iind-7-000754,Mpe-13-000740,Mpyg-6-000685,Spar-5-001961,Tar-5-002470,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001953,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000308,Aare-2-001905,Aha-2-001930,Alsp-2-001820,Aru-a02-000650,Aru-b02-001360,Asu-1-005943,Asu-7-002082,Ath-1-006275,Bdiv-2-000838,Bst-2-002860,Cen-6-001900,Cen-14-000740,Cfle-7-000731,Chivh-2-004118,Cla-5-00446,Cne-2-003274,Cpl-442-000640,Crub-2-001954,Csa-9-003005,Csa-7-002414,Csa-16-002254,Eche-4-001463,Esal-1-000669,Iind-7-000750,Mpe-13-000738,Mpyg-6-000683,Spar-5-001963,Tar-5-002472,,,Ggyn-8-000595
Aara-4-000309,Aare-2-001906,Aha-2-001932,Alsp-2-001821,Aru-a02-000649,Aru-b02-001361,Asu-1-005944,Asu-7-002083,Ath-1-006276,Bdiv-2-000837,Bst-2-002861,Cen-6-001902,Cen-14-000736,.,Chivh-2-004324,Cla-5-00447,Cne-2-003277,Cpl-442-000641,Crub-2-001955,Csa-9-003006,Csa-7-002417,Csa-16-002257,Eche-4-001464,.,Iind-7-000749,Mpe-13-000737,Mpyg-6-000682,Spar-5-001964,Tar-5-002473,,,Ggyn-8-000594
Aara-4-000310,Aare-2-001907,.,Alsp-2-001822,Aru-a02-000648,Aru-b02-001362,Asu-1-005945,Asu-7-002084,Ath-1-006277,.,Bst-2-002862,Cen-6-001903,Cen-14-000735,Cfle-7-000729,Chivh-2-004325,.,Cne-2-003278,Cpl-442-000642,Crub-2-001956,Csa-9-003007,Csa-7-002418,Csa-16-002258,.,Esal-1-000668,Iind-7-000748,Mpe-13-000736,Mpyg-6-000681,Spar-5-001965,Tar-5-002474,,,Ggyn-8-000593
Aara-4-000311,Aare-2-001908,Aha-2-001933,Alsp-2-001823,Aru-a02-000647,Aru-b02-001363,Asu-1-005946,Asu-7-002085,Ath-1-006278,Bdiv-2-000835,Bst-2-002863,Cen-6-001904,Cen-14-000734,Cfle-7-000728,Chivh-2-004331,Cla-5-00448,Cne-2-003279,Cpl-442-000643,Crub-2-001957,Csa-9-003008,Csa-7-002419,Csa-16-002259,Eche-4-001465,Esal-1-000667,Iind-7-000747,Mpe-13-000735,Mpyg-6-000680,Spar-5-001966,Tar-5-002475,,,Ggyn-8-000592
Aara-4-000312,Aare-2-001910,Aha-2-001936,Alsp-2-001827,Aru-a02-000645,.,Asu-1-005948,Asu-7-002087,Ath-1-006280,Bdiv-2-000829,.,Cen-6-001906,Cen-14-000732,Cfle-7-000726,Chivh-2-004333,Cla-5-00450,Cne-2-003282,Cpl-442-000646,Crub-2-001958,Csa-9-003010,Csa-7-002421,Csa-16-002261,Eche-4-001467,Esal-1-000665,Iind-7-000745,Mpe-13-000733,Mpyg-6-000678,Spar-5-001968,Tar-5-002477,,,.
.,Aare-2-001911,Aha-2-001937,Alsp-2-001828,Aru-a02-000644,.,Asu-1-005949,Asu-7-002088,Ath-1-006281,.,.,.,Cen-14-000730,Cfle-7-000722,Chivh-2-004336,.,.,.,Crub-2-001959,Csa-9-003015,Csa-7-002422,Csa-16-002262,Eche-4-001469,.,Iind-7-000738,Mpe-13-000728,.,.,Tar-5-002482,,,.
Aara-4-000316,Aare-2-001913,Aha-2-001940,Alsp-2-001829,Aru-a02-000642,Aru-b02-001366,Asu-1-005954,Asu-7-002089,Ath-1-006286,Bdiv-2-000824,Bst-2-002866,Cen-6-001908,Cen-14-000727,.,Chivh-2-004337,Cla-5-00451,Cne-2-003285,Cpl-442-000647,Crub-2-001960,Csa-9-003016,Csa-7-002423,Csa-16-002263,.,Esal-1-000664,Iind-7-000737,Mpe-13-000726,Mpyg-6-000677,Spar-5-001969,Tar-5-002486,,,Ggyn-8-000590
Aara-4-000319,Aare-2-001916,Aha-2-001943,Alsp-2-001832,Aru-a02-000640,Aru-b02-001367,Asu-1-005957,Asu-7-002092,Ath-1-006289,.,Bst-2-002869,Cen-6-001909,Cen-14-000725,Cfle-7-000716,Chivh-2-004340,Cla-5-00454,Cne-2-003294,Cpl-442-000649,Crub-2-001961,Csa-9-003022,Csa-7-002430,Csa-16-002265,Eche-4-001473,.,Iind-7-000732,Mpe-13-000722,Mpyg-6-000675,Spar-5-001971,Tar-5-002488,,,Ggyn-8-000589
.,Aare-2-001917,Aha-2-001944,Alsp-2-001833,Aru-a02-000638,Aru-b02-001368,Asu-1-005958,Asu-7-002093,Ath-1-006290,Bdiv-2-000821,.,Cen-6-001910,Cen-14-000724,Cfle-7-000715,.,.,Cne-2-003295,.,Crub-2-001962,Csa-9-003023,Csa-7-002431,Csa-16-002266,Eche-4-001474,Esal-1-000662,Iind-7-000731,Mpe-13-000721,Mpyg-6-000674,.,.,,,.
Aara-4-000320,Aare-2-001918,Aha-2-001945,Alsp-2-001834,Aru-a02-000636,Aru-b02-001370,Asu-1-005959,Asu-7-002095,Ath-1-006291,Bdiv-2-000820,Bst-2-002870,Cen-6-001911,Cen-14-000723,.,Chivh-2-004341,Cla-5-00456,Cne-2-003296,Cpl-442-000651,Crub-2-001963,Csa-9-003024,Csa-7-002432,Csa-16-002267,Eche-4-001475,Esal-1-000661,Iind-7-000730,Mpe-13-000720,Mpyg-6-000673,Spar-5-001973,Tar-5-002489,,,Ggyn-8-000588
Aara-4-000321,Aare-2-001919,Aha-2-001946,Alsp-2-001835,Aru-a02-000634,Aru-b02-001371,Asu-1-005960,Asu-7-002096,Ath-1-006292,Bdiv-2-000819,Bst-2-002871,Cen-6-001912,Cen-14-000722,Cfle-7-000713,Chivh-2-004342,Cla-5-00457,Cne-2-003297,Cpl-442-000652,Crub-2-001964,Csa-9-003025,Csa-7-002433,Csa-16-002268,Eche-4-001476,Esal-1-000660,Iind-7-000729,Mpe-13-000719,Mpyg-6-000672,Spar-5-001974,Tar-5-002490,,,.
Aara-4-000322,Aare-2-001920,Aha-2-001947,Alsp-2-001836,.,.,Asu-1-005961,Asu-7-002097,Ath-1-006293,.,Bst-2-002872,Cen-6-001913,Cen-14-000721,.,Chivh-2-004343,Cla-5-00458,Cne-2-003298,Cpl-442-000653,Crub-2-001965,Csa-9-003026,Csa-7-002434,.,Eche-4-001477,Esal-1-000659,Iind-7-000728,.,.,Spar-5-001975,Tar-5-002491,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001966,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000323,Aare-2-001921,Aha-2-001949,Alsp-2-001838,Aru-a02-000632,.,Asu-1-005963,Asu-7-002099,Ath-1-006295,.,Bst-2-002873,Cen-6-001916,Cen-14-000715,Cfle-7-000711,Chivh-2-004344,Cla-5-00459,Cne-2-003299,Cpl-442-000655,Crub-2-001967,Csa-9-003028,Csa-7-002436,Csa-16-002271,Eche-4-001478,Esal-1-000657,Iind-7-000726,Mpe-13-000717,Mpyg-6-000670,Spar-5-001977,.,,,.
Aara-4-000324,Aare-2-001922,Aha-2-001950,Alsp-2-001839,Aru-a02-000631,Aru-b02-001373,Asu-1-005964,Asu-7-002100,Ath-1-006296,Bdiv-2-000816,Bst-2-002874,Cen-6-001917,Cen-14-000714,Cfle-7-000710,Chivh-2-004345,Cla-5-00460,Cne-2-003300,.,Crub-2-001968,Csa-9-003029,Csa-7-002437,Csa-16-002272,.,Esal-1-000656,Iind-7-000725,Mpe-13-000716,.,.,Tar-5-002493,,,Ggyn-8-000586
Aara-4-000325,Aare-2-001924,Aha-2-001951,Alsp-2-001840,Aru-a02-000630,Aru-b02-001374,Asu-1-005965,Asu-7-002101,Ath-1-006297,Bdiv-2-000810,.,Cen-6-001918,Cen-14-000713,Cfle-7-000708,Chivh-2-004346,Cla-5-00461,Cne-2-003302,Cpl-442-000656,Crub-2-001969,Csa-9-003032,Csa-7-002438,Csa-16-002273,Eche-4-001480,Esal-1-000655,Iind-7-000724,Mpe-13-000715,Mpyg-6-000666,Spar-5-001978,Tar-5-002494,,,Ggyn-8-000584
Aara-4-000326,Aare-2-001925,.,.,Aru-a02-000629,Aru-b02-001375,.,Asu-7-002102,Ath-1-006299,Bdiv-2-000811,.,Cen-6-001919,Cen-14-000712,.,Chivh-2-004347,Cla-5-00462,Cne-2-003306,Cpl-442-000657,Crub-2-001970,Csa-9-003033,Csa-7-002440,Csa-16-002274,Eche-4-001481,Esal-1-000654,Iind-7-000723,Mpe-13-000714,Mpyg-6-000665,.,Tar-5-002495,,,Ggyn-8-000583
.,Aare-2-001926,Aha-2-001952,Alsp-2-001841,.,.,Asu-1-005967,.,Ath-1-006300,Bdiv-2-000812,.,.,.,.,Chivh-2-004348,.,Cne-2-003307,.,Crub-2-001971,Csa-9-003034,Csa-7-002441,Csa-16-002275,Eche-4-001482,.,.,.,.,Spar-5-001979,.,,,.
Aara-4-000327,Aare-2-001927,Aha-2-001954,Alsp-2-001843,.,Aru-b02-001376,Asu-1-005968,Asu-7-002103,Ath-1-006301,Bdiv-2-000814,.,Cen-6-001920,Cen-14-000711,Cfle-7-000706,Chivh-2-004349,Cla-5-00463,Cne-2-003308,Cpl-442-000658,Crub-2-001972,Csa-9-003035,Csa-7-002442,Csa-16-002276,.,Esal-1-000653,Iind-7-000720,Mpe-13-000713,Mpyg-6-000664,Spar-5-001980,Tar-5-002496,,,.
Aara-4-000328,Aare-2-001928,Aha-2-001955,Alsp-2-001844,Aru-a02-000628,Aru-b02-001377,Asu-1-005969,Asu-7-002104,Ath-1-006302,Bdiv-2-000815,Bst-2-002875,Cen-6-001921,Cen-14-000710,Cfle-7-000705,Chivh-2-004350,Cla-5-00464,Cne-2-003309,Cpl-442-000659,Crub-2-001973,Csa-9-003036,Csa-7-002443,Csa-16-002277,Eche-4-001484,Esal-1-000652,Iind-7-000719,Mpe-13-000712,Mpyg-6-000663,Spar-5-001981,Tar-5-002497,,,Ggyn-8-000582
.,.,.,.,.,.,.,Asu-7-002105,.,.,.,.,.,.,.,.,.,.,Crub-2-001974,.,.,Csa-16-002280,.,.,.,.,.,.,.,,,.
Aara-4-000329,.,Aha-2-001958,Alsp-2-001845,Aru-a02-000627,.,Asu-1-005971,Asu-7-002106,Ath-1-006304,Bdiv-2-000808,.,Cen-6-001922,Cen-14-000707,Cfle-7-000704,Chivh-2-004353,Cla-5-00465,Cne-2-003312,Cpl-442-000660,Crub-2-001975,Csa-9-003037,Csa-7-002445,Csa-16-002281,Eche-4-001485,Esal-1-000651,Iind-7-000718,Mpe-13-000711,Mpyg-6-000662,Spar-5-001982,.,,,.
.,.,.,.,.,.,.,.,.,.,Bst-2-002883,.,.,.,Chivh-2-004354,Cla-5-00466,.,.,Crub-2-001976,Csa-9-003038,Csa-7-002446,Csa-16-002282,.,Esal-1-000650,.,.,.,.,.,,,.
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Crub-2-001977,.,.,.,.,.,.,.,.,.,.,,,.
.,Aare-2-001930,.,Alsp-2-001846,Aru-a02-000626,.,Asu-1-005972,Asu-7-002107,.,.,.,.,.,.,.,.,.,.,Crub-2-001978,.,.,.,.,.,.,.,.,.,.,,,.
Aara-4-000330,Aare-2-001931,Aha-2-001959,Alsp-2-001847,Aru-a02-000625,Aru-b02-001378,Asu-1-005973,Asu-7-002108,Ath-1-006306,Bdiv-2-000806,Bst-2-002884,Cen-6-001924,Cen-14-000706,.,Chivh-2-004355,Cla-5-00467,Cne-2-003314,Cpl-442-000661,Crub-2-001979,Csa-9-003039,Csa-7-002447,Csa-16-002283,Eche-4-001486,Esal-1-000649,Iind-7-000716,Mpe-13-000709,Mpyg-6-000661,Spar-5-001983,Tar-5-002498,,,.
Aara-4-000331,.,Aha-2-001960,Alsp-2-001848,Aru-a02-000624,Aru-b02-001379,Asu-1-005974,Asu-7-002109,Ath-1-006307,Bdiv-2-000805,Bst-2-002885,Cen-6-001925,Cen-14-000705,Cfle-7-000702,Chivh-2-004356,Cla-5-00468,Cne-2-003315,Cpl-442-000662,Crub-2-001980,Csa-9-003040,Csa-7-002448,Csa-16-002284,Eche-4-001487,Esal-1-000648,Iind-7-000715,Mpe-13-000708,Mpyg-6-000660,Spar-5-001984,Tar-5-002500,,,Ggyn-8-000580
.,Aare-2-001933,Aha-2-001961,Alsp-2-001849,Aru-a02-000623,.,Asu-1-005975,Asu-7-002110,Ath-1-006308,Bdiv-2-000804,Bst-2-002886,Cen-6-001926,Cen-14-000704,.,Chivh-2-004357,Cla-5-00469,Cne-2-003316,.,Crub-2-001981,Csa-9-003041,.,Csa-16-002285,Eche-4-001488,Esal-1-000647,.,Mpe-13-000707,.,.,Tar-5-002501,,,.
Aara-4-000332,Aare-2-001934,Aha-2-001962,Alsp-2-001850,Aru-a02-000622,.,Asu-1-005976,Asu-7-002111,Ath-1-006309,Bdiv-2-000803,Bst-2-002887,Cen-6-001927,Cen-14-000703,.,.,Cla-5-00470,Cne-2-003317,.,Crub-2-001982,Csa-9-003042,Csa-7-002449,Csa-16-002286,Eche-4-001489,Esal-1-000646,Iind-7-000714,Mpe-13-000706,.,.,Tar-5-002502,,,Ggyn-8-000573
Aara-4-000333,.,Aha-2-001963,Alsp-2-001851,.,Aru-b02-001380,Asu-1-005977,Asu-7-002112,Ath-1-006310,.,.,Cen-6-001928,Cen-14-000702,.,.,Cla-5-00471,Cne-2-003319,Cpl-442-000663,Crub-2-001983,Csa-9-003043,Csa-7-002450,Csa-16-002287,Eche-4-001490,Esal-1-000645,Iind-7-000713,Mpe-13-000705,Mpyg-6-000659,.,.,,,
Aara-4-000334,Aare-2-001936,Aha-2-001964,Alsp-2-001852,Aru-a02-000621,Aru-b02-001383,Asu-1-005978,Asu-7-002113,Ath-1-006311,Bdiv-2-000800,Bst-2-002890,.,Cen-14-000701,Cfle-7-000698,Chivh-2-004360,Cla-5-00472,Cne-2-003320,Cpl-442-000664,Crub-2-001984,Csa-9-003044,Csa-7-002451,Csa-16-002288,Eche-4-001491,Esal-1-000644,Iind-7-000711,Mpe-13-000703,Mpyg-6-000658,Spar-5-001986,Tar-5-002503,,,Ggyn-8-000633
Aara-4-000335,Aare-2-001937,Aha-2-001965,Alsp-2-001853,Aru-a02-000620,Aru-b02-001384,Asu-1-005979,Asu-7-002114,Ath-1-006312,.,Bst-2-002891,Cen-6-001929,Cen-14-000700,Cfle-7-000697,Chivh-2-004361,Cla-5-00473,Cne-2-003321,Cpl-442-000665,Crub-2-001985,Csa-9-003045,Csa-7-002452,Csa-16-002289,Eche-4-001492,Esal-1-000643,Iind-7-000710,Mpe-13-000702,Mpyg-6-000656,Spar-5-001987,Tar-5-002504,,,Ggyn-8-000632
Aara-4-000336,Aare-2-001938,Aha-2-001968,Alsp-2-001854,Aru-a02-000619,.,Asu-1-005980,Asu-7-002115,Ath-1-006313,Bdiv-2-000798,Bst-2-002892,.,Cen-14-000699,Cfle-7-000696,Chivh-2-004362,Cla-5-00474,Cne-2-003322,.,Crub-2-001986,Csa-9-003046,Csa-7-002453,Csa-16-002290,.,Esal-1-000642,.,Mpe-13-000701,.,Spar-5-001988,Tar-5-002505,,,.
.,Aare-2-001939,Aha-2-001970,Alsp-2-001857,Aru-a02-000618,.,Asu-1-005983,Asu-7-002117,Ath-1-006316,Bdiv-2-000797,Bst-2-002893,.,Cen-14-000698,Cfle-7-000695,Chivh-2-004363,Cla-5-00475,Cne-2-003323,.,Crub-2-001987,Csa-9-003047,Csa-7-002454,Csa-16-002291,Eche-4-001495,Esal-1-000640,Iind-7-000708,Mpe-13-000699,.,.,.,,,.
Aara-4-000347,Aare-2-001940,.,Alsp-2-001858,Aru-a02-000617,.,Asu-1-005984,Asu-7-002118,Ath-1-006317,Bdiv-2-000796,Bst-2-002894,.,Cen-14-000697,Cfle-7-000694,Chivh-2-004364,Cla-5-00476,Cne-2-003324,Cpl-442-000668,Crub-2-001988,Csa-9-003048,Csa-7-002455,Csa-16-002292,.,Esal-1-000639,Iind-7-000707,Mpe-13-000698,Mpyg-6-000653,Spar-5-001991,Tar-5-002511,,,Ggyn-8-000631
.,Aare-2-001941,Aha-2-001971,Alsp-2-001859,Aru-a02-000616,.,Asu-1-005985,Asu-7-002119,Ath-1-006318,.,.,Cen-6-001930,Cen-14-000696,Cfle-7-000693,Chivh-2-004365,Cla-5-00477,Cne-2-003325,.,Crub-2-001989,Csa-9-003049,Csa-7-002456,Csa-16-002293,Eche-4-001496,Esal-1-000638,Iind-7-000706,Mpe-13-000697,Mpyg-6-000652,.,.,,,.
Aara-4-000350,Aare-2-001942,Aha-2-001972,Alsp-2-001860,Aru-a02-000615,Aru-b02-001385,Asu-1-005986,Asu-7-002120,Ath-1-006319,Bdiv-2-000793,Bst-2-002895,Cen-6-001931,Cen-14-000695,Cfle-7-000692,Chivh-2-004366,Cla-5-00478,Cne-2-003326,Cpl-442-000670,Crub-2-001990,Csa-9-003050,Csa-7-002457,Csa-16-002294,Eche-4-001497,Esal-1-000637,Iind-7-000705,Mpe-13-000696,Mpyg-6-000651,.,Tar-5-002512,,,Ggyn-8-000629
Aara-4-000351,Aare-2-001943,Aha-2-001973,Alsp-2-001861,Aru-a02-000614,Aru-b02-001386,Asu-1-005987,Asu-7-002121,Ath-1-006320,Bdiv-2-000788,Bst-2-002896,Cen-6-001932,Cen-14-000694,.,Chivh-2-004367,Cla-5-00479,Cne-2-003327,.,Crub-2-001991,Csa-9-003051,Csa-7-002458,Csa-16-002295,Eche-4-001498,Esal-1-000636,Iind-7-000704,Mpe-13-000695,Mpyg-6-000650,.,Tar-5-002513,,,Ggyn-8-000628
Aara-4-000352,.,.,Alsp-2-001862,.,.,Asu-1-005988,Asu-7-002122,Ath-1-006321,.,.,Cen-6-001933,Cen-14-000693,Cfle-7-000690,Chivh-2-004368,Cla-5-00480,Cne-2-003328,Cpl-442-000672,Crub-2-001992,Csa-9-003052,Csa-7-002459,Csa-16-002297,.,Esal-1-000635,Iind-7-000703,Mpe-13-000694,Mpyg-6-000649,Spar-5-001993,.,,,Ggyn-8-000627
Aara-4-000353,Aare-2-001945,Aha-2-001974,Alsp-2-001863,Aru-a02-000613,Aru-b02-001387,Asu-1-005989,Asu-7-002123,Ath-1-006322,Bdiv-2-000786,Bst-2-002898,.,Cen-14-000692,Cfle-7-000689,Chivh-2-004369,Cla-5-00481,Cne-2-003329,Cpl-442-000673,Crub-2-001993,Csa-9-003053,Csa-7-002460,Csa-16-002298,.,Esal-1-000634,Iind-7-000702,Mpe-13-000693,Mpyg-6-000648,Spar-5-001994,Tar-5-002514,,,Ggyn-8-000626
Aara-4-000354,Aare-2-001946,Aha-2-001975,Alsp-2-001864,.,Aru-b02-001388,Asu-1-005990,Asu-7-002124,Ath-1-006323,Bdiv-2-000785,Bst-2-002899,Cen-6-001934,Cen-14-000691,Cfle-7-000688,Chivh-2-004371,Cla-5-00482,Cne-2-003331,Cpl-442-000674,Crub-2-001994,Csa-9-003055,Csa-7-002462,Csa-16-002302,Eche-4-001500,.,.,Mpe-13-000692,Mpyg-6-000647,Spar-5-001995,Tar-5-002515,,,Ggyn-8-000621
.,.,Aha-2-001976,Alsp-2-001865,.,Aru-b02-001389,Asu-1-005991,Asu-7-002125,Ath-1-006324,Bdiv-2-000784,.,Cen-6-001935,Cen-14-000690,Cfle-7-000687,.,Cla-5-00483,.,Cpl-442-000676,Crub-2-001995,Csa-9-003056,.,Csa-16-002303,.,Esal-1-000633,Iind-7-000700,Mpe-13-000691,Mpyg-6-000645,Spar-5-001997,Tar-5-002516,,,Ggyn-8-000624
Aara-4-000357,Aare-2-001948,Aha-2-001977,Alsp-2-001866,Aru-a02-000611,.,Asu-1-005992,Asu-7-002126,Ath-1-006325,Bdiv-2-000783,Bst-2-002901,Cen-6-001937,.,Cfle-7-000686,.,.,Cne-2-003333,Cpl-442-000677,Crub-2-001996,Csa-9-003057,Csa-7-002463,Csa-16-002304,Eche-4-001502,Esal-1-000632,Iind-7-000699,Mpe-13-000690,Mpyg-6-000644,Spar-5-001998,Tar-5-002517,,,Ggyn-8-000634
Aara-4-000358,Aare-2-001949,.,Alsp-2-001867,.,Aru-b02-001390,Asu-1-005993,Asu-7-002127,Ath-1-006326,Bdiv-2-000781,.,Cen-6-001938,Cen-14-000688,.,Chivh-2-004375,Cla-5-00484,Cne-2-003334,.,Crub-2-001997,Csa-9-003058,Csa-7-002464,Csa-16-002305,.,.,.,.,Mpyg-6-000643,.,.,,,Ggyn-8-000635
