ACBK1g00001,Iind-3-000007
ACBK4g01896,Iind-5-001000
ACBK4g01897,Iind-5-000999
ACBK4g01898,Iind-5-000998
ACBK4g01899,Iind-5-000997
ACBK4g01900,.
ACBK4g01901,Iind-5-000996
ACBK4g01902,Iind-5-000995
ACBK4g01903,.
ACBK4g01904,.
ACBK4g01905,Iind-5-000994
ACBK4g01906,Iind-5-000993
ACBK4g01907,Iind-5-000991
ACBK4g01908,Iind-5-000990
ACBK4g01909,Iind-5-000989
ACBK4g01910,Iind-5-000987
ACBK4g01911,Iind-5-000984
ACBK4g01912,Iind-5-000983
ACBK4g01913,Iind-5-000982
ACBK4g01914,.
ACBK4g01915,Iind-5-000981
ACBK4g01916,Iind-5-000980
ACBK4g01917,Iind-5-000977
ACBK4g01918,Iind-5-000976
ACBK4g01919,Iind-5-000973
ACBK4g01920,.
ACBK4g01921,Iind-5-000969
ACBK4g01922,Iind-5-000968
ACBK4g01923,Iind-5-000967
ACBK4g01924,Iind-5-000966
ACBK4g01925,Iind-5-000965
ACBK4g01926,Iind-5-000963
ACBK4g01927,Iind-5-000962
ACBK4g01928,.
ACBK4g01929,Iind-5-000961
ACBK4g01930,.
ACBK4g01931,.
ACBK4g01932,.
ACBK4g01933,.
ACBK4g01934,.
ACBK4g01935,.
ACBK4g01936,Iind-5-000960
ACBK4g01937,Iind-5-000959
ACBK4g01938,Iind-5-000958
ACBK4g01939,.
ACBK4g01940,Iind-5-000957
ACBK4g01941,Iind-5-000956
ACBK4g01942,Iind-5-000954
ACBK4g01943,Iind-5-000953
ACBK4g01944,Iind-5-000952
ACBK4g01945,Iind-5-000951
ACBK4g01946,.
ACBK4g01947,Iind-5-000950
ACBK4g01948,Iind-5-000948
ACBK4g01949,Iind-5-000947
ACBK4g01950,Iind-5-000946
ACBK4g01951,Iind-5-000945
ACBK4g01952,Iind-5-000943
ACBK4g01953,Iind-5-000941
ACBK4g01954,Iind-5-000940
ACBK4g01955,Iind-5-000939
ACBK4g01956,Iind-5-000938
ACBK4g01957,Iind-5-000937
ACBK4g01958,Iind-5-000935
ACBK4g01959,Iind-5-000934
ACBK4g01960,Iind-5-000933
ACBK4g01961,Iind-5-000932
ACBK4g01962,.
ACBK4g01963,Iind-5-000931
ACBK4g01964,Iind-5-000930
ACBK4g01965,Iind-5-000929
ACBK4g01966,Iind-5-000928
ACBK4g01967,Iind-5-000927
ACBK4g01968,Iind-5-000926
ACBK4g01969,Iind-5-000925
ACBK4g01970,.
ACBK4g01971,.
ACBK4g01972,Iind-5-000920
ACBK4g01973,Iind-5-000919
ACBK4g01974,Iind-5-000918
ACBK4g01975,.
ACBK4g01976,Iind-5-000917
ACBK4g01977,Iind-5-000916
ACBK4g01978,Iind-5-000915
ACBK4g01979,Iind-5-000914
ACBK4g01980,Iind-5-000912
ACBK4g01981,Iind-5-000911
ACBK4g01982,.
ACBK4g01983,.
ACBK4g01984,Iind-5-000908
ACBK4g01985,Iind-5-000904
ACBK4g01986,Iind-5-000903
ACBK4g01987,Iind-5-000902
ACBK4g01988,Iind-5-000901
ACBK4g01989,.
ACBK4g01990,Iind-5-000900
ACBK4g01991,.
ACBK4g01992,Iind-5-000899
ACBK4g01993,Iind-5-000898
ACBK4g01994,Iind-5-000897
ACBK4g01995,.
ACBK4g01996,.
ACBK4g01997,Iind-5-000896
ACBK4g01998,Iind-5-000895
ACBK4g01999,Iind-5-000893
ACBK4g02000,Iind-5-000892
ACBK4g02001,Iind-5-000891
ACBK4g02002,Iind-5-000890
ACBK4g02003,Iind-5-000889
ACBK4g02004,.
ACBK4g02005,Iind-5-000887
ACBK4g02006,Iind-5-000886
ACBK4g02007,Iind-5-000885
ACBK4g02008,.
ACBK4g02009,Iind-5-000884
ACBK4g02010,Iind-5-000883
ACBK4g02011,.
ACBK4g02012,Iind-5-000882
ACBK4g02013,Iind-5-000881
ACBK4g02014,.
ACBK4g02015,Iind-5-000880
ACBK4g02016,Iind-5-000879
ACBK4g02017,Iind-5-000878
ACBK4g02018,Iind-5-000877
ACBK4g02019,Iind-5-000876
ACBK4g02020,Iind-5-000875
ACBK4g02021,.
ACBK4g02022,.
ACBK4g02023,Iind-5-000873
ACBK4g02024,Iind-5-000870
ACBK4g02025,.
ACBK4g02026,Iind-5-000869
ACBK4g02027,Iind-5-000868
ACBK4g02028,Iind-5-000867
ACBK4g02029,.
ACBK4g02030,Iind-5-000866
ACBK4g02031,Iind-5-000865
ACBK4g02032,Iind-5-000864
ACBK4g02033,Iind-5-000863
ACBK4g02034,.
ACBK4g02035,.
ACBK4g02036,Iind-5-000860
ACBK4g02037,.
ACBK4g02038,.
ACBK4g02039,Iind-5-000859
ACBK4g02040,Iind-5-000858
ACBK4g02041,Iind-5-000856
ACBK4g02042,Iind-5-000855
ACBK4g02043,Iind-5-000854
ACBK4g02044,Iind-5-000853
ACBK4g02045,Iind-5-000851
ACBK4g02046,.
ACBK4g02047,Iind-5-000850
ACBK4g02048,Iind-5-000849
ACBK4g02049,Iind-5-000848
ACBK4g02050,.
ACBK4g02051,Iind-5-000847
ACBK4g02052,.
ACBK4g02053,.
ACBK4g02054,Iind-5-000846
ACBK4g02055,Iind-5-000844
ACBK4g02056,Iind-5-000843
ACBK4g02057,Iind-5-000842
ACBK4g02058,Iind-5-000841
ACBK4g02059,Iind-5-000838
ACBK4g02060,Iind-5-000837
ACBK4g02061,.
ACBK4g02062,Iind-5-000835
ACBK4g02063,.
ACBK4g02064,Iind-5-000834
ACBK4g02065,Iind-5-000833
ACBK4g02066,Iind-5-000832
ACBK4g02067,Iind-5-000831
ACBK4g02068,Iind-5-000830
ACBK4g02069,Iind-5-000828
ACBK4g02070,.
ACBK4g02071,Iind-5-000827
ACBK4g02072,.
ACBK4g02073,Iind-5-000826
ACBK4g02074,Iind-5-000825
ACBK4g02075,Iind-5-000824
ACBK4g02076,Iind-5-000814
ACBK4g02077,Iind-5-000813
ACBK4g02078,Iind-5-000812
ACBK4g02079,.
ACBK4g02080,Iind-5-000807
ACBK4g02081,.
ACBK4g02082,.
ACBK4g02083,Iind-5-000806
ACBK4g02084,Iind-5-000805
ACBK4g02085,Iind-5-000803
ACBK4g02086,Iind-5-000802
ACBK4g02087,Iind-5-000801
ACBK4g02088,Iind-5-000800
ACBK4g02089,Iind-5-000798
ACBK4g02090,.
ACBK4g02091,Iind-5-000797
ACBK4g02092,Iind-5-000796
ACBK4g02093,Iind-5-000795
ACBK4g02094,Iind-5-000791
ACBK4g02095,Iind-5-000790
ACBK4g02096,Iind-5-000789
ACBK4g02097,Iind-5-000788
ACBK4g02098,Iind-5-000787
ACBK4g02099,.
ACBK4g02100,.
ACBK4g02101,Iind-5-000785
ACBK4g02102,Iind-5-000784
ACBK4g02103,Iind-5-000783
ACBK4g02104,Iind-5-000782
ACBK4g02105,Iind-5-000781
ACBK4g02106,Iind-5-000780
ACBK4g02107,Iind-5-000779
ACBK4g02108,.
ACBK4g02109,Iind-5-000777
ACBK4g02110,Iind-5-000776
ACBK4g02111,Iind-5-000775
ACBK4g02112,Iind-5-000774
ACBK4g02113,Iind-5-000773
ACBK4g02114,.
ACBK4g02115,Iind-5-000772
ACBK4g02116,.
ACBK4g02117,.
ACBK4g02118,Iind-5-000768
ACBK4g02119,Iind-5-000767
ACBK4g02120,Iind-5-000766
ACBK4g02121,Iind-5-000765
ACBK4g02122,Iind-5-000763
ACBK4g02123,Iind-5-000759
ACBK4g02124,.
ACBK4g02125,.
ACBK4g02126,Iind-5-000757
ACBK4g02127,.
ACBK4g02128,.
ACBK4g02129,.
ACBK4g02130,Iind-5-000756
ACBK4g02131,Iind-5-000755
ACBK4g02132,Iind-5-000754
ACBK4g02133,Iind-5-000753
ACBK4g02134,.
ACBK4g02135,Iind-5-000752
ACBK4g02136,Iind-5-000751
ACBK4g02137,Iind-5-000750
ACBK4g02138,.
ACBK4g02139,Iind-5-000749
ACBK4g02140,Iind-5-000748
ACBK4g02141,.
ACBK4g02142,.
ACBK4g02143,Iind-5-000745
ACBK4g02144,Iind-5-000744
ACBK4g02145,Iind-5-000743
ACBK4g02146,Iind-5-000742
ACBK4g02147,Iind-5-000741
ACBK4g02148,Iind-5-000740
ACBK4g02149,Iind-5-000739
ACBK4g02150,Iind-5-000738
ACBK4g02151,Iind-5-000737
ACBK4g02152,.
ACBK4g02153,Iind-5-000736
ACBK4g02154,Iind-5-000735
ACBK4g02155,Iind-5-000734
ACBK4g02156,.
ACBK4g02157,Iind-5-000733
ACBK4g02158,Iind-5-000732
ACBK4g02159,Iind-5-000731
ACBK4g02160,Iind-5-000730
ACBK4g02161,.
ACBK4g02162,Iind-5-000729
ACBK4g02163,.
ACBK4g02164,.
ACBK4g02165,.
ACBK4g02166,Iind-5-000727
ACBK4g02167,Iind-5-000725
ACBK4g02168,Iind-5-000724
ACBK4g02169,Iind-5-000723
ACBK4g02170,Iind-5-000721
ACBK4g02171,Iind-5-000720
ACBK4g02172,Iind-5-000719
ACBK4g02173,Iind-5-000718
ACBK4g02174,Iind-5-000717
ACBK4g02175,Iind-5-000714
ACBK4g02176,Iind-5-000713
ACBK4g02177,Iind-5-000712
ACBK4g02178,Iind-5-000711
ACBK4g02179,Iind-5-000710
ACBK4g02180,.
ACBK4g02181,Iind-5-000709
ACBK4g02182,Iind-5-000708
ACBK4g02183,Iind-5-000707
ACBK4g02184,Iind-5-000706
ACBK4g02185,.
ACBK4g02186,.
ACBK4g02187,.
ACBK4g02188,Iind-5-000704
ACBK4g02189,.
ACBK4g02190,.
ACBK4g02191,Iind-5-000701
ACBK4g02192,Iind-5-000700
ACBK4g02193,.
ACBK4g02194,Iind-5-000699
ACBK4g02195,Iind-5-000698
ACBK4g02196,Iind-5-000697
ACBK4g02197,Iind-5-000696
ACBK4g02198,Iind-5-000695
ACBK4g02199,.
ACBK4g02200,Iind-5-000694
ACBK4g02201,Iind-5-000693
ACBK4g02202,Iind-5-000692
ACBK4g02203,Iind-5-000691
ACBK4g02204,Iind-5-000690
ACBK4g02205,.
ACBK4g02206,Iind-5-000688
ACBK4g02207,Iind-5-000686
ACBK4g02208,Iind-5-000685
ACBK4g02209,.
ACBK4g02210,Iind-5-000684
ACBK4g02211,Iind-5-000683
ACBK4g02212,.
ACBK4g02213,Iind-5-000682
ACBK4g02214,Iind-5-000681
ACBK4g02215,.
ACBK4g02216,.
ACBK4g02217,.
ACBK4g02218,.
ACBK4g02219,.
ACBK4g02220,Iind-5-000679
ACBK4g02221,.
ACBK4g02222,.
ACBK4g02223,Iind-5-000676
ACBK4g02224,.
ACBK4g02225,.
ACBK4g02226,.
ACBK4g02227,Iind-5-000674
ACBK4g02228,Iind-5-000673
ACBK4g02229,.
ACBK4g02230,Iind-5-000672
ACBK4g02231,Iind-5-000671
ACBK4g02232,Iind-5-000666
ACBK4g02233,Iind-5-000664
ACBK4g02234,Iind-5-000663
ACBK4g02235,.
ACBK4g02236,Iind-5-000662
ACBK4g02237,.
ACBK4g02238,.
ACBK4g02239,Iind-5-000660
ACBK4g02240,Iind-5-000659
ACBK4g02241,.
ACBK4g02242,Iind-5-000658
ACBK4g02243,.
ACBK4g02244,Iind-5-000657
ACBK4g02245,.
ACBK4g02246,Iind-5-000656
ACBK4g02247,Iind-5-000655
ACBK4g02248,.
ACBK4g02249,Iind-5-000654
ACBK4g02250,.
ACBK4g02251,Iind-5-000653
ACBK4g02252,.
ACBK4g02253,Iind-5-000652
ACBK4g02254,Iind-5-000651
ACBK4g02255,Iind-5-000650
ACBK4g02256,Iind-5-000649
ACBK4g02257,Iind-5-000648
ACBK4g02258,Iind-5-000647
ACBK4g02259,.
ACBK4g02260,Iind-5-000645
ACBK4g02261,Iind-5-000644
ACBK4g02262,.
ACBK4g02263,.
ACBK4g02264,.
ACBK4g02265,Iind-5-000643
ACBK4g02266,.
ACBK4g02267,Iind-5-000642
ACBK4g02268,Iind-5-000641
ACBK4g02269,.
ACBK4g02270,Iind-5-000640
ACBK4g02271,.
ACBK4g02272,Iind-5-000639
ACBK4g02273,Iind-5-000638
ACBK4g02274,Iind-5-000636
ACBK4g02275,Iind-5-000635
ACBK4g02276,Iind-5-000634
ACBK4g02277,.
ACBK4g02278,Iind-5-000633
ACBK4g02279,.
ACBK4g02280,Iind-5-000632
ACBK4g02281,Iind-5-000631
ACBK4g02282,.
ACBK4g02283,Iind-5-000630
ACBK4g02284,Iind-5-000629
ACBK4g02285,Iind-5-000627
ACBK4g02286,Iind-5-000626
ACBK4g02287,Iind-5-000625
ACBK4g02288,Iind-5-000624
ACBK4g02289,.
ACBK4g02290,Iind-5-000619
ACBK4g02291,.
ACBK4g02292,.
ACBK4g02293,Iind-5-000618
ACBK4g02294,Iind-5-000617
ACBK4g02295,.
ACBK4g02296,Iind-5-000615
ACBK4g02297,Iind-5-000613
ACBK4g02298,.
ACBK4g02299,.
ACBK4g02300,Iind-5-000610
ACBK4g02301,.
ACBK4g02302,Iind-5-000608
ACBK4g02303,.
ACBK4g02304,.
ACBK4g02305,.
ACBK4g02306,Iind-5-000607
ACBK4g02307,Iind-5-000606
ACBK4g02308,.
ACBK4g02309,.
ACBK4g02310,Iind-5-000604
ACBK4g02311,Iind-5-000603
ACBK4g02312,Iind-5-000602
ACBK4g02313,.
ACBK4g02314,Iind-5-000601
ACBK4g02315,Iind-5-000600
ACBK4g02316,Iind-5-000599
ACBK4g02317,.
ACBK4g02318,Iind-5-000597
ACBK4g02319,Iind-5-000595
ACBK4g02320,Iind-5-000594
ACBK4g02321,Iind-5-000593
ACBK4g02322,Iind-5-000592
ACBK4g02323,Iind-5-000591
ACBK4g02324,Iind-5-000590
ACBK4g02325,Iind-5-000589
ACBK4g02326,.
ACBK4g02327,Iind-5-000588
ACBK4g02328,Iind-5-000587
ACBK4g02329,.
ACBK4g02330,.
ACBK4g02331,Iind-5-000586
ACBK4g02332,Iind-5-000584
ACBK4g02333,Iind-5-000583
ACBK4g02334,Iind-5-000582
ACBK4g02335,.
ACBK4g02336,.
ACBK4g02337,Iind-5-000580
ACBK4g02338,Iind-5-000579
ACBK4g02339,Iind-5-000578
ACBK4g02340,Iind-5-000576
ACBK4g02341,Iind-5-000575
ACBK4g02342,Iind-5-000574
ACBK4g02343,.
ACBK4g02344,Iind-5-000572
ACBK4g02345,.
ACBK4g02346,.
ACBK4g02347,Iind-5-000571
ACBK4g02348,Iind-5-000570
ACBK4g02349,Iind-5-000569
ACBK4g02350,Iind-5-000568
ACBK4g02351,Iind-5-000565
ACBK4g02352,Iind-5-000561
ACBK4g02353,Iind-5-000560
ACBK4g02354,Iind-5-000558
ACBK4g02355,.
ACBK4g02356,.
ACBK4g02357,.
ACBK4g02358,Iind-5-000556
ACBK4g02359,Iind-5-000555
ACBK4g02360,Iind-5-000554
ACBK4g02361,.
ACBK4g02362,Iind-5-000553
ACBK4g02363,Iind-5-000551
ACBK4g02364,Iind-5-000550
ACBK4g02365,.
ACBK4g02366,.
ACBK4g02367,.
ACBK4g02368,.
ACBK4g02369,Iind-5-000549
ACBK4g02370,Iind-5-000547
ACBK4g02371,.
ACBK4g02372,Iind-5-000546
ACBK4g02373,Iind-5-000545
ACBK4g02374,Iind-5-000544
ACBK4g02375,Iind-5-000543
ACBK4g02376,.
ACBK4g02377,.
ACBK4g02378,Iind-5-000542
ACBK4g02379,Iind-5-000541
ACBK4g02380,.
ACBK4g02381,.
ACBK4g02382,.
ACBK4g02383,.
ACBK4g02384,Iind-5-000535
ACBK4g02385,.
ACBK4g02386,Iind-5-000533
ACBK4g02387,Iind-5-000531
ACBK4g02388,Iind-5-000530
ACBK4g02389,Iind-5-000528
ACBK4g02390,.
ACBK4g02391,Iind-5-000527
ACBK4g02392,Iind-5-000526
ACBK4g02393,Iind-5-000525
ACBK4g02394,Iind-5-000524
ACBK4g02395,Iind-5-000522
ACBK4g02396,Iind-5-000521
ACBK4g02397,Iind-5-000520
ACBK4g02398,.
ACBK4g02399,.
ACBK4g02400,.
ACBK4g02401,.
ACBK4g02402,.
ACBK4g02403,.
ACBK4g02404,.
ACBK4g02405,.
ACBK4g02406,.
ACBK4g02407,Iind-5-000516
ACBK4g02408,Iind-5-000515
ACBK4g02409,.
ACBK4g02410,Iind-5-000514
ACBK4g02411,.
ACBK4g02412,.
ACBK4g02413,Iind-5-000513
ACBK4g02414,Iind-5-000512
ACBK4g02415,Iind-5-000510
ACBK4g02416,.
ACBK4g02417,Iind-5-000509
ACBK4g02418,.
ACBK4g02419,Iind-5-000507
ACBK4g02420,.
ACBK4g02421,Iind-5-000506
ACBK4g02422,.
ACBK4g02423,.
ACBK4g02424,.
ACBK4g02425,Iind-5-000505
ACBK4g02426,.
ACBK4g02427,Iind-5-000504
ACBK4g02428,Iind-5-000502
ACBK4g02429,Iind-5-000501
ACBK4g02430,Iind-5-000500
ACBK4g02431,Iind-5-000498
ACBK4g02432,Iind-5-000497
ACBK4g02433,Iind-5-000496
ACBK4g02434,Iind-5-000495
ACBK4g02435,Iind-5-000493
ACBK4g02436,Iind-5-000492
ACBK4g02437,Iind-5-000489
ACBK4g02438,Iind-5-000488
ACBK4g02439,.
ACBK4g02440,Iind-5-000487
ACBK4g02441,Iind-5-000486
ACBK4g02442,Iind-5-000485
ACBK4g02443,Iind-5-000484
ACBK4g02444,Iind-5-000482
ACBK4g02445,Iind-5-000481
ACBK4g02446,.
ACBK4g02447,.
ACBK4g02448,.
ACBK4g02449,Iind-5-000479
ACBK4g02450,.
ACBK4g02451,Iind-5-000477
ACBK4g02452,.
ACBK4g02453,Iind-5-000476
ACBK4g02454,Iind-5-000475
ACBK4g02455,Iind-5-000474
ACBK4g02456,Iind-5-000473
ACBK4g02457,Iind-5-000472
ACBK4g02458,Iind-5-000471
ACBK4g02459,Iind-5-000470
ACBK4g02460,Iind-5-000469
ACBK4g02461,.
ACBK4g02462,.
ACBK4g02463,.
ACBK4g02464,.
ACBK4g02465,.
ACBK4g02466,Iind-5-000466
ACBK4g02467,Iind-5-000465
ACBK4g02468,Iind-5-000464
ACBK4g02469,.
ACBK4g02470,.
ACBK4g02471,Iind-5-000463
ACBK4g02472,Iind-5-000462
ACBK4g02473,.
ACBK4g02474,Iind-5-000461
ACBK4g02475,.
ACBK4g02476,Iind-5-000460
ACBK4g02477,Iind-5-000459
ACBK4g02478,Iind-5-000458
ACBK4g02479,.
ACBK4g02480,Iind-5-000457
ACBK4g02481,.
ACBK4g02482,Iind-5-000456
ACBK4g02483,Iind-5-000455
ACBK4g02484,Iind-5-000454
ACBK4g02485,Iind-5-000453
ACBK4g02486,Iind-5-000452
ACBK4g02487,.
ACBK4g02488,Iind-5-000451
ACBK4g02489,Iind-5-000450
ACBK4g02490,Iind-5-000449
ACBK4g02491,Iind-5-000448
ACBK4g02492,Iind-5-000447
ACBK4g02493,.
ACBK4g02494,Iind-5-000442
ACBK4g02495,Iind-5-000440
ACBK4g02496,Iind-5-000439
ACBK4g02497,.
ACBK4g02498,Iind-5-000438
ACBK4g02499,Iind-5-000437
ACBK4g02500,Iind-5-000436
ACBK4g02501,.
ACBK4g02502,Iind-5-000432
ACBK4g02503,Iind-5-000430
ACBK4g02504,Iind-5-000428
ACBK4g02505,Iind-5-000427
ACBK4g02506,Iind-5-000424
ACBK4g02507,Iind-5-000423
ACBK4g02508,Iind-5-000422
ACBK4g02509,Iind-5-000421
ACBK4g02510,Iind-5-000420
ACBK4g02511,Iind-5-000419
ACBK4g02512,Iind-5-000418
ACBK4g02513,.
ACBK4g02514,.
ACBK4g02515,.
ACBK4g02516,Iind-5-000417
ACBK4g02517,Iind-5-000413
ACBK4g02518,Iind-5-000412
ACBK4g02519,Iind-5-000411
ACBK4g02520,Iind-5-000410
ACBK4g02521,.
ACBK4g02522,Iind-5-000408
ACBK4g02523,Iind-5-000407
ACBK4g02524,Iind-5-000406
ACBK4g02525,Iind-5-000405
ACBK4g02526,Iind-5-000404
ACBK4g02527,.
ACBK4g02528,Iind-5-000403
ACBK4g02529,.
ACBK4g02530,.
ACBK4g02531,Iind-5-000402
ACBK4g02532,.
ACBK4g02533,Iind-5-000400
ACBK4g02534,.
ACBK4g02535,Iind-5-000398
ACBK4g02536,.
ACBK4g02537,Iind-5-000397
ACBK4g02538,.
ACBK4g02539,.
ACBK4g02540,.
ACBK4g02541,Iind-5-000396
ACBK4g02542,.
ACBK4g02543,.
ACBK4g02544,Iind-5-000393
ACBK4g02545,.
ACBK4g02546,Iind-5-000392
ACBK4g02547,.
ACBK4g02548,.
ACBK4g02549,.
ACBK4g02550,Iind-5-000391
ACBK4g02551,Iind-5-000390
ACBK4g02552,Iind-5-000389
ACBK4g02553,Iind-5-000388
ACBK4g02554,Iind-5-000387
ACBK4g02555,.
ACBK4g02556,Iind-5-000384
ACBK4g02557,Iind-5-000383
ACBK4g02558,Iind-5-000382
ACBK4g02559,.
ACBK4g02560,.
ACBK4g02561,Iind-5-000381
ACBK4g02562,Iind-5-000380
ACBK4g02563,Iind-5-000379
ACBK4g02564,Iind-5-000378
ACBK4g02565,.
ACBK4g02566,Iind-5-000377
ACBK4g02567,Iind-5-000376
ACBK4g02568,Iind-5-000375
ACBK4g02569,Iind-5-000374
ACBK4g02570,Iind-5-000373
ACBK4g02571,Iind-5-000372
ACBK4g02572,Iind-5-000370
ACBK4g02573,Iind-5-000369
ACBK4g02574,.
ACBK4g02575,Iind-5-000368
ACBK4g02576,Iind-5-000367
ACBK4g02577,.
ACBK4g02578,Iind-5-000366
ACBK4g02579,Iind-5-000365
ACBK4g02580,Iind-5-000364
ACBK4g02581,.
ACBK4g02582,Iind-5-000363
ACBK4g02583,Iind-5-000362
ACBK4g02584,Iind-5-000361
ACBK4g02585,.
ACBK4g02586,Iind-5-000360
ACBK4g02587,Iind-5-000359
ACBK4g02588,.
ACBK4g02589,Iind-5-000358
ACBK4g02590,Iind-5-000357
ACBK4g02591,.
ACBK4g02592,Iind-5-000355
ACBK4g02593,Iind-5-000354
ACBK4g02594,Iind-5-000353
ACBK4g02595,Iind-5-000352
ACBK4g02596,.
ACBK4g02597,Iind-5-000351
ACBK4g02598,Iind-5-000350
ACBK4g02599,.
ACBK4g02600,.
ACBK4g02601,.
ACBK4g02602,.
ACBK4g02603,Iind-5-000348
ACBK4g02604,Iind-5-000346
ACBK4g02605,.
ACBK4g02606,Iind-5-000345
ACBK4g02607,.
ACBK4g02608,.
ACBK4g02609,Iind-5-000344
ACBK4g02610,.
ACBK4g02611,.
ACBK4g02612,.
ACBK4g02613,.
ACBK4g02614,Iind-5-000343
ACBK4g02615,Iind-5-000341
ACBK4g02616,.
ACBK4g02617,Iind-5-000340
ACBK4g02618,Iind-5-000339
ACBK4g02619,.
ACBK4g02620,Iind-5-000337
ACBK4g02621,Iind-5-000336
ACBK4g02622,Iind-5-000334
ACBK4g02623,.
ACBK4g02624,.
ACBK4g02625,.
ACBK4g02626,.
ACBK4g02627,Iind-5-000330
ACBK4g02628,Iind-5-000329
ACBK4g02629,.
ACBK4g02630,Iind-5-000328
ACBK4g02631,Iind-5-000326
ACBK4g02632,Iind-5-000325
ACBK4g02633,Iind-5-000323
ACBK4g02634,Iind-5-000319
ACBK4g02635,Iind-5-000317
ACBK4g02636,Iind-5-000315
ACBK4g02637,Iind-5-000314
ACBK4g02638,Iind-5-000312
ACBK4g02639,Iind-5-000308
ACBK4g02640,.
ACBK4g02641,Iind-5-000307
ACBK4g02642,Iind-5-000305
ACBK4g02643,Iind-5-000304
ACBK4g02644,Iind-5-000303
ACBK4g02645,Iind-5-000301
ACBK4g02646,.
ACBK4g02647,Iind-5-000300
ACBK4g02648,.
ACBK4g02649,Iind-5-000299
ACBK4g02650,Iind-5-000298
ACBK4g02651,.
ACBK4g02652,.
ACBK4g02653,.
ACBK4g02654,.
ACBK4g02655,Iind-5-000297
ACBK4g02656,Iind-5-000294
ACBK4g02657,Iind-5-000293
ACBK4g02658,Iind-5-000290
ACBK4g02659,Iind-5-000289
ACBK4g02660,Iind-5-000288
ACBK4g02661,Iind-5-000287
ACBK4g02662,Iind-5-000286
ACBK4g02663,.
ACBK4g02664,Iind-5-000285
ACBK4g02665,Iind-5-000284
ACBK4g02666,Iind-5-000283
ACBK4g02667,Iind-5-000282
ACBK4g02668,Iind-5-000281
ACBK4g02669,Iind-5-000280
ACBK4g02670,Iind-5-000279
ACBK4g02671,.
ACBK4g02672,Iind-5-000278
ACBK4g02673,.
ACBK4g02674,Iind-5-000275
ACBK4g02675,.
ACBK4g02676,.
ACBK4g02677,Iind-5-000273
ACBK4g02678,Iind-5-000272
ACBK4g02679,Iind-5-000270
ACBK4g02680,.
ACBK4g02681,.
ACBK4g02682,Iind-5-000269
ACBK4g02683,Iind-5-000267
ACBK4g02684,Iind-5-000266
ACBK4g02685,Iind-5-000264
ACBK4g02686,Iind-5-000263
ACBK4g02687,Iind-5-000262
ACBK4g02688,Iind-5-000261
ACBK4g02689,Iind-5-000260
ACBK4g02690,Iind-5-000259
ACBK4g02691,Iind-5-000258
ACBK4g02692,Iind-5-000257
ACBK4g02693,Iind-5-000256
ACBK4g02694,.
ACBK4g02695,Iind-5-000254
ACBK4g02696,.
ACBK4g02697,Iind-5-000253
ACBK4g02698,Iind-5-000252
ACBK4g02699,Iind-5-000250
ACBK4g02700,Iind-5-000249
ACBK4g02701,.
ACBK4g02702,.
ACBK4g02703,Iind-5-000247
ACBK4g02704,Iind-5-000246
ACBK4g02705,Iind-5-000245
ACBK4g02706,.
ACBK4g02707,Iind-5-000240
ACBK4g02708,.
ACBK4g02709,Iind-5-000239
ACBK4g02710,Iind-5-000238
ACBK4g02711,.
ACBK4g02712,Iind-5-000236
ACBK4g02713,Iind-5-000235
ACBK4g02714,Iind-5-000234
ACBK4g02715,Iind-5-000233
ACBK4g02716,.
ACBK4g02717,.
ACBK4g02718,.
ACBK4g02719,Iind-5-000232
ACBK4g02720,Iind-5-000231
ACBK4g02721,Iind-5-000230
ACBK4g02722,Iind-5-000229
ACBK4g02723,Iind-5-000228
ACBK4g02724,Iind-5-000220
ACBK4g02725,.
ACBK4g02726,Iind-5-000219
ACBK4g02727,Iind-5-000218
ACBK4g02728,Iind-5-000215
ACBK4g02729,Iind-5-000214
ACBK4g02730,Iind-5-000213
ACBK4g02731,Iind-5-000212
ACBK4g02732,Iind-5-000211
ACBK4g02733,Iind-5-000210
ACBK4g02734,Iind-5-000209
ACBK4g02735,Iind-5-000208
ACBK4g02736,Iind-5-000207
ACBK4g02737,Iind-5-000205
ACBK4g02738,.
ACBK4g02739,.
ACBK4g02740,Iind-5-000204
ACBK4g02741,.
ACBK4g02742,Iind-5-000203
ACBK4g02743,Iind-5-000201
ACBK4g02744,Iind-5-000200
ACBK4g02745,Iind-5-000199
ACBK4g02746,Iind-5-000198
ACBK4g02747,Iind-5-000197
ACBK4g02748,Iind-5-000196
ACBK4g02749,Iind-5-000195
ACBK4g02750,.
ACBK4g02751,Iind-5-000194
ACBK4g02752,Iind-5-000193
ACBK4g02753,.
ACBK4g02754,.
ACBK4g02755,Iind-5-000192
ACBK4g02756,Iind-5-000191
ACBK4g02757,Iind-5-000190
ACBK4g02758,Iind-5-000189
ACBK4g02759,Iind-5-000188
ACBK4g02760,Iind-5-000187
ACBK4g02761,Iind-5-000186
ACBK4g02762,Iind-5-000185
ACBK4g02763,Iind-5-000184
ACBK4g02764,Iind-5-000181
ACBK4g02765,Iind-5-000180
ACBK4g02766,Iind-5-000179
ACBK4g02767,.
ACBK4g02768,.
ACBK4g02769,Iind-5-000178
ACBK4g02770,Iind-5-000177
ACBK4g02771,.
ACBK4g02772,Iind-5-000175
ACBK4g02773,Iind-5-000174
ACBK4g02774,Iind-5-000173
ACBK4g02775,Iind-5-000172
ACBK4g02776,Iind-5-000171
ACBK4g02777,.
