ACBK1g00001,Spar-1-000008
ACBK5g01850,Spar-5-000427
ACBK5g01851,Spar-5-000428
ACBK5g01852,.
ACBK5g01853,.
ACBK5g01854,.
ACBK5g01855,Spar-5-000430
ACBK5g01856,.
ACBK5g01857,Spar-5-000432
ACBK5g01858,.
ACBK5g01859,Spar-5-000433
ACBK5g01860,.
ACBK5g01861,Spar-5-000435
ACBK5g01862,.
ACBK5g01863,.
ACBK5g01864,Spar-5-000438
ACBK5g01865,Spar-5-000439
ACBK5g01866,.
ACBK5g01867,Spar-5-000441
ACBK5g01868,Spar-5-000442
ACBK5g01869,.
ACBK5g01870,Spar-5-000443
ACBK5g01871,Spar-5-000444
ACBK5g01872,.
ACBK5g01873,Spar-5-000445
ACBK5g01874,Spar-5-000446
ACBK5g01875,.
ACBK5g01876,.
ACBK5g01877,.
ACBK5g01878,Spar-5-000447
ACBK5g01879,.
ACBK5g01880,.
ACBK5g01881,Spar-5-000449
ACBK5g01882,.
ACBK5g01883,.
ACBK5g01884,Spar-5-000451
ACBK5g01885,Spar-5-000452
ACBK5g01886,Spar-5-000454
ACBK5g01887,Spar-5-000455
ACBK5g01888,Spar-5-000456
ACBK5g01889,.
ACBK5g01890,Spar-5-000457
ACBK5g01891,Spar-5-000458
ACBK5g01892,Spar-5-000459
ACBK5g01893,.
ACBK5g01894,.
ACBK5g01895,.
ACBK5g01896,.
ACBK5g01897,Spar-5-000462
ACBK5g01898,Spar-5-000463
ACBK5g01899,.
ACBK5g01900,.
ACBK5g01901,.
ACBK5g01902,Spar-5-000465
ACBK5g01903,.
ACBK5g01904,.
ACBK5g01905,.
ACBK5g01906,Spar-5-000466
ACBK5g01907,.
ACBK5g01908,.
ACBK5g01909,Spar-5-000468
ACBK5g01910,.
ACBK5g01911,.
ACBK5g01912,Spar-5-000469
ACBK5g01913,Spar-5-000470
ACBK5g01914,Spar-5-000471
ACBK5g01915,.
ACBK5g01916,.
ACBK5g01917,.
ACBK5g01918,.
ACBK5g01919,.
ACBK5g01920,Spar-5-000472
ACBK5g01921,.
ACBK5g01922,Spar-5-000473
ACBK5g01923,.
ACBK5g01924,Spar-5-000475
ACBK5g01925,.
ACBK5g01926,Spar-5-000477
ACBK5g01927,.
ACBK5g01928,.
ACBK5g01929,.
ACBK5g01930,Spar-5-000479
ACBK5g01931,.
ACBK5g01932,.
ACBK5g01933,.
ACBK5g01934,.
ACBK5g01935,Spar-5-000480
ACBK5g01936,Spar-5-000481
ACBK5g01937,Spar-5-000482
ACBK5g01938,Spar-5-000483
ACBK5g01939,.
ACBK5g01940,.
ACBK5g01941,.
ACBK5g01942,.
ACBK5g01943,.
ACBK5g01944,.
ACBK5g01945,.
ACBK5g01946,Spar-5-000486
ACBK5g01947,.
ACBK5g01948,.
ACBK5g01949,.
ACBK5g01950,.
ACBK5g01951,.
ACBK5g01952,Spar-5-000489
ACBK5g01953,.
ACBK5g01954,.
ACBK5g01955,Spar-5-000491
ACBK5g01956,Spar-5-000492
ACBK5g01957,.
ACBK5g01958,.
ACBK5g01959,.
ACBK5g01960,.
ACBK5g01961,.
ACBK5g01962,.
ACBK5g01963,.
ACBK5g01964,Spar-5-000493
ACBK5g01965,.
ACBK5g01966,Spar-5-000494
ACBK5g01967,.
ACBK5g01968,Spar-5-000496
ACBK5g01969,.
ACBK5g01970,Spar-5-000497
ACBK5g01971,.
ACBK5g01972,Spar-5-000498
ACBK5g01973,Spar-5-000499
ACBK5g01974,Spar-5-000500
ACBK5g01975,Spar-5-000501
ACBK5g01976,Spar-5-000502
ACBK5g01977,Spar-5-000503
ACBK5g01978,Spar-5-000504
ACBK5g01979,Spar-5-000505
ACBK5g01980,Spar-5-000506
ACBK5g01981,.
ACBK5g01982,Spar-5-000507
ACBK5g01983,.
ACBK5g01984,.
ACBK5g01985,Spar-5-000509
ACBK5g01986,Spar-5-000510
ACBK5g01987,Spar-5-000511
ACBK5g01988,Spar-5-000512
ACBK5g01989,.
ACBK5g01990,.
ACBK5g01991,.
ACBK5g01992,.
ACBK5g01993,.
ACBK5g01994,Spar-5-000514
ACBK5g01995,.
ACBK5g01996,Spar-5-000516
ACBK5g01997,Spar-5-000517
ACBK5g01998,.
ACBK5g01999,.
ACBK5g02000,.
ACBK5g02001,.
ACBK5g02002,.
ACBK5g02003,.
ACBK5g02004,.
ACBK5g02005,.
ACBK5g02006,.
ACBK5g02007,Spar-5-000519
ACBK5g02008,Spar-5-000520
ACBK5g02009,Spar-5-000521
ACBK5g02010,.
ACBK5g02011,Spar-5-000523
ACBK5g02012,Spar-5-000524
ACBK5g02013,.
ACBK5g02014,.
ACBK5g02015,.
ACBK5g02016,Spar-5-000528
ACBK5g02017,Spar-5-000529
ACBK5g02018,Spar-5-000530
ACBK5g02019,.
ACBK5g02020,Spar-5-000531
ACBK5g02021,.
ACBK5g02022,.
ACBK5g02023,.
ACBK5g02024,.
ACBK5g02025,Spar-5-000533
ACBK5g02026,.
ACBK5g02027,.
ACBK5g02028,Spar-5-000538
ACBK5g02029,.
ACBK5g02030,.
ACBK5g02031,.
ACBK5g02032,Spar-5-000539
ACBK5g02033,.
ACBK5g02034,.
ACBK5g02035,.
ACBK5g02036,Spar-5-000541
ACBK5g02037,.
ACBK5g02038,.
ACBK5g02039,Spar-5-000543
ACBK5g02040,Spar-5-000544
ACBK5g02041,.
ACBK5g02042,Spar-5-000545
ACBK5g02043,Spar-5-000546
ACBK5g02044,.
ACBK5g02045,.
ACBK5g02046,Spar-5-000547
ACBK5g02047,Spar-5-000548
ACBK5g02048,Spar-5-000549
ACBK5g02049,Spar-5-000550
ACBK5g02050,.
ACBK5g02051,.
ACBK5g02052,Spar-5-000552
ACBK5g02053,Spar-5-000553
ACBK5g02054,Spar-5-000554
ACBK5g02055,.
ACBK5g02056,Spar-5-000555
ACBK5g02057,Spar-5-000556
ACBK5g02058,Spar-5-000557
ACBK5g02059,.
ACBK5g02060,.
ACBK5g02061,Spar-5-000558
ACBK5g02062,Spar-5-000559
ACBK5g02063,.
ACBK5g02064,Spar-5-000560
ACBK5g02065,Spar-5-000561
ACBK5g02066,.
ACBK5g02067,Spar-5-000562
ACBK5g02068,.
ACBK5g02069,Spar-5-000564
ACBK5g02070,.
ACBK5g02071,Spar-5-000565
ACBK5g02072,Spar-5-000566
ACBK5g02073,Spar-5-000567
ACBK5g02074,Spar-5-000568
ACBK5g02075,Spar-5-000569
ACBK5g02076,Spar-5-000570
ACBK5g02077,.
ACBK5g02078,.
ACBK5g02079,.
ACBK5g02080,.
ACBK5g02081,Spar-5-000574
ACBK5g02082,Spar-5-000576
ACBK5g02083,Spar-5-000577
ACBK5g02084,Spar-5-000578
ACBK5g02085,Spar-5-000579
ACBK5g02086,.
ACBK5g02087,.
ACBK5g02088,Spar-5-000580
ACBK5g02089,Spar-5-000581
ACBK5g02090,Spar-5-000582
ACBK5g02091,.
ACBK5g02092,Spar-5-000584
ACBK5g02093,Spar-5-000585
ACBK5g02094,Spar-5-000586
ACBK5g02095,.
ACBK5g02096,Spar-5-000587
ACBK5g02097,.
ACBK5g02098,.
ACBK5g02099,.
ACBK5g02100,Spar-5-000590
ACBK5g02101,Spar-5-000591
ACBK5g02102,.
ACBK5g02103,Spar-5-000593
ACBK5g02104,.
ACBK5g02105,.
ACBK5g02106,.
ACBK5g02107,Spar-5-000594
ACBK5g02108,.
ACBK5g02109,Spar-5-000595
ACBK5g02110,.
ACBK5g02111,Spar-5-000596
ACBK5g02112,.
ACBK5g02113,Spar-5-000597
ACBK5g02114,Spar-5-000598
ACBK5g02115,Spar-5-000599
ACBK5g02116,Spar-5-000600
ACBK5g02117,Spar-5-000601
ACBK5g02118,.
ACBK5g02119,.
ACBK5g02120,.
ACBK5g02121,.
ACBK5g02122,.
ACBK5g02123,.
ACBK5g02124,Spar-5-000604
ACBK5g02125,.
ACBK5g02126,Spar-5-000605
ACBK5g02127,.
ACBK5g02128,.
ACBK5g02129,.
ACBK5g02130,Spar-5-000606
ACBK5g02131,Spar-5-000607
ACBK5g02132,.
ACBK5g02133,.
ACBK5g02134,.
ACBK5g02135,Spar-5-000608
ACBK5g02136,.
ACBK5g02137,Spar-5-000609
ACBK5g02138,.
ACBK5g02139,Spar-5-000611
ACBK5g02140,.
ACBK5g02141,Spar-5-000612
ACBK5g02142,Spar-5-000613
ACBK5g02143,.
ACBK5g02144,Spar-5-000614
ACBK5g02145,.
ACBK5g02146,.
ACBK5g02147,Spar-5-000616
ACBK5g02148,.
ACBK5g02149,.
ACBK5g02150,Spar-5-000618
ACBK5g02151,.
ACBK5g02152,Spar-5-000620
ACBK5g02153,Spar-5-000621
ACBK5g02154,Spar-5-000622
ACBK5g02155,Spar-5-000623
ACBK5g02156,Spar-5-000624
ACBK5g02157,.
ACBK5g02158,.
ACBK5g02159,.
ACBK5g02160,Spar-5-000625
ACBK5g02161,.
ACBK5g02162,Spar-5-000626
ACBK5g02163,.
ACBK5g02164,.
ACBK5g02165,.
ACBK5g02166,.
ACBK5g02167,.
ACBK5g02168,Spar-5-000628
ACBK5g02169,Spar-5-000629
ACBK5g02170,.
ACBK5g02171,Spar-5-000630
ACBK5g02172,Spar-5-000631
ACBK5g02173,Spar-5-000632
ACBK5g02174,.
ACBK5g02175,.
ACBK5g02176,Spar-5-000634
ACBK5g02177,.
ACBK5g02178,Spar-5-000636
ACBK5g02179,Spar-5-000637
ACBK5g02180,Spar-5-000638
ACBK5g02181,.
ACBK5g02182,Spar-5-000640
ACBK5g02183,.
ACBK5g02184,.
ACBK5g02185,Spar-5-000641
ACBK5g02186,Spar-5-000642
ACBK5g02187,Spar-5-000643
ACBK5g02188,Spar-5-000644
ACBK5g02189,Spar-5-000645
ACBK5g02190,Spar-5-000646
ACBK5g02191,Spar-5-000647
ACBK5g02192,.
ACBK5g02193,Spar-5-000649
ACBK5g02194,Spar-5-000650
ACBK5g02195,Spar-5-000651
ACBK5g02196,Spar-5-000652
ACBK5g02197,Spar-5-000653
ACBK5g02198,.
ACBK5g02199,Spar-5-000655
ACBK5g02200,.
ACBK5g02201,.
ACBK5g02202,.
ACBK5g02203,.
ACBK5g02204,.
ACBK5g02205,.
ACBK5g02206,.
ACBK5g02207,.
ACBK5g02208,.
ACBK5g02209,Spar-5-000656
ACBK5g02210,Spar-5-000657
ACBK5g02211,Spar-5-000658
ACBK5g02212,Spar-5-000659
ACBK5g02213,Spar-5-000660
ACBK5g02214,.
ACBK5g02215,Spar-5-000662
ACBK5g02216,.
ACBK5g02217,Spar-5-000664
ACBK5g02218,.
ACBK5g02219,.
ACBK5g02220,Spar-5-000666
ACBK5g02221,.
ACBK5g02222,Spar-5-000668
ACBK5g02223,Spar-5-000669
ACBK5g02224,.
ACBK5g02225,.
ACBK5g02226,.
ACBK5g02227,Spar-5-000670
ACBK5g02228,Spar-5-000671
ACBK5g02229,.
ACBK5g02230,.
ACBK5g02231,Spar-5-000672
ACBK5g02232,Spar-5-000673
ACBK5g02233,Spar-5-000674
ACBK5g02234,.
ACBK5g02235,.
ACBK5g02236,Spar-5-000675
ACBK5g02237,Spar-5-000676
ACBK5g02238,.
ACBK5g02239,Spar-5-000678
ACBK5g02240,.
ACBK5g02241,Spar-5-000680
ACBK5g02242,.
ACBK5g02243,.
ACBK5g02244,.
ACBK5g02245,Spar-5-000683
ACBK5g02246,Spar-5-000684
ACBK5g02247,Spar-5-000685
ACBK5g02248,.
ACBK5g02249,.
ACBK5g02250,Spar-5-000687
ACBK5g02251,.
ACBK5g02252,.
ACBK5g02253,Spar-5-000690
ACBK5g02254,Spar-5-000691
ACBK5g02255,.
ACBK5g02256,.
ACBK5g02257,Spar-5-000693
ACBK5g02258,.
ACBK5g02259,Spar-5-000694
ACBK5g02260,.
ACBK5g02261,.
ACBK5g02262,.
ACBK5g02263,.
ACBK5g02264,.
ACBK5g02265,.
ACBK5g02266,.
ACBK5g02267,.
ACBK5g02268,Spar-5-000699
ACBK5g02269,.
ACBK5g02270,.
ACBK5g02271,.
ACBK5g02272,.
ACBK5g02273,.
ACBK5g02274,.
ACBK5g02275,.
ACBK5g02276,Spar-5-000701
ACBK5g02277,Spar-5-000702
ACBK5g02278,Spar-5-000703
ACBK5g02279,Spar-5-000704
ACBK5g02280,.
ACBK5g02281,.
ACBK5g02282,.
ACBK5g02283,Spar-5-000706
ACBK5g02284,.
ACBK5g02285,.
ACBK5g02286,.
ACBK5g02287,.
ACBK5g02288,.
ACBK5g02289,.
ACBK5g02290,.
ACBK5g02291,.
ACBK5g02292,Spar-5-000709
ACBK5g02293,Spar-5-000710
ACBK5g02294,Spar-5-000711
ACBK5g02295,.
ACBK5g02296,.
ACBK5g02297,Spar-5-000712
ACBK5g02298,.
ACBK5g02299,.
ACBK5g02300,Spar-5-000714
ACBK5g02301,.
ACBK5g02302,Spar-5-000715
ACBK5g02303,Spar-5-000716
ACBK5g02304,Spar-5-000717
ACBK5g02305,.
ACBK5g02306,.
ACBK5g02307,Spar-5-000719
ACBK5g02308,.
ACBK5g02309,.
ACBK5g02310,Spar-5-000721
ACBK5g02311,Spar-5-000722
ACBK5g02312,Spar-5-000723
ACBK5g02313,Spar-5-000724
ACBK5g02314,Spar-5-000725
ACBK5g02315,Spar-5-000726
ACBK5g02316,Spar-5-000727
ACBK5g02317,.
ACBK5g02318,Spar-5-000729
ACBK5g02319,Spar-5-000730
ACBK5g02320,.
ACBK5g02321,.
ACBK5g02322,.
ACBK5g02323,Spar-5-000733
ACBK5g02324,.
ACBK5g02325,.
ACBK5g02326,Spar-5-000734
ACBK5g02327,.
ACBK5g02328,Spar-5-000735
ACBK5g02329,.
ACBK5g02330,Spar-5-000736
ACBK5g02331,Spar-5-000737
ACBK5g02332,Spar-5-000738
ACBK5g02333,Spar-5-000739
ACBK5g02334,Spar-5-000741
ACBK5g02335,Spar-5-000742
ACBK5g02336,Spar-5-000743
ACBK5g02337,Spar-5-000744
ACBK5g02338,Spar-5-000745
ACBK5g02339,Spar-5-000746
ACBK5g02340,Spar-5-000747
ACBK5g02341,.
ACBK5g02342,Spar-5-000749
ACBK5g02343,Spar-5-000750
ACBK5g02344,.
ACBK5g02345,.
ACBK5g02346,Spar-5-000753
ACBK5g02347,Spar-5-000754
ACBK5g02348,Spar-5-000755
ACBK5g02349,.
ACBK5g02350,.
ACBK5g02351,Spar-5-000757
ACBK5g02352,Spar-5-000758
ACBK5g02353,Spar-5-000759
ACBK5g02354,Spar-5-000760
ACBK5g02355,Spar-5-000761
ACBK5g02356,Spar-5-000762
ACBK5g02357,.
ACBK5g02358,.
ACBK5g02359,.
ACBK5g02360,Spar-5-000770
ACBK5g02361,Spar-5-000769
ACBK5g02362,Spar-5-000768
ACBK5g02363,Spar-5-000767
ACBK5g02364,.
ACBK5g02365,Spar-5-000766
ACBK5g02366,.
ACBK5g02367,.
ACBK5g02368,Spar-5-000764
ACBK5g02369,.
ACBK5g02370,.
ACBK5g02371,.
ACBK5g02372,.
ACBK5g02373,.
ACBK5g02374,.
ACBK5g02375,Spar-5-000772
ACBK5g02376,Spar-5-000773
ACBK5g02377,Spar-5-000774
ACBK5g02378,Spar-5-000775
ACBK5g02379,Spar-5-000776
ACBK5g02380,.
ACBK5g02381,Spar-5-000777
ACBK5g02382,Spar-5-000778
ACBK5g02383,Spar-5-000779
ACBK5g02384,Spar-5-000780
ACBK5g02385,.
ACBK5g02386,.
ACBK5g02387,Spar-5-000781
ACBK5g02388,.
ACBK5g02389,Spar-5-000783
ACBK5g02390,.
ACBK5g02391,.
ACBK5g02392,Spar-5-000785
ACBK5g02393,Spar-5-000786
ACBK5g02394,Spar-5-000787
ACBK5g02395,.
ACBK5g02396,Spar-5-000788
ACBK5g02397,Spar-5-000789
ACBK5g02398,Spar-5-000790
ACBK5g02399,Spar-5-000791
ACBK5g02400,.
ACBK5g02401,Spar-5-000793
ACBK5g02402,Spar-5-000794
ACBK5g02403,.
ACBK5g02404,Spar-5-000797
ACBK5g02405,.
ACBK5g02406,Spar-5-000798
ACBK5g02407,.
ACBK5g02408,Spar-5-000800
ACBK5g02409,Spar-5-000801
ACBK5g02410,.
ACBK5g02411,.
ACBK5g02412,.
ACBK5g02413,.
ACBK5g02414,.
ACBK5g02415,Spar-5-000802
ACBK5g02416,.
ACBK5g02417,Spar-5-000804
ACBK5g02418,Spar-5-000806
ACBK5g02419,.
ACBK5g02420,Spar-5-000807
ACBK5g02421,Spar-5-000808
ACBK5g02422,Spar-5-000809
ACBK5g02423,.
ACBK5g02424,Spar-5-000810
ACBK5g02425,Spar-5-000812
ACBK5g02426,Spar-5-000813
ACBK5g02427,Spar-5-000814
ACBK5g02428,Spar-5-000815
ACBK5g02429,.
ACBK5g02430,Spar-5-000816
ACBK5g02431,.
ACBK5g02432,Spar-5-000819
ACBK5g02433,.
ACBK5g02434,.
ACBK5g02435,Spar-5-000822
ACBK5g02436,Spar-5-000823
ACBK5g02437,.
ACBK5g02438,.
ACBK5g02439,.
ACBK5g02440,.
ACBK5g02441,Spar-5-000826
ACBK5g02442,Spar-5-000827
ACBK5g02443,.
ACBK5g02444,.
ACBK5g02445,.
ACBK5g02446,.
ACBK5g02447,.
ACBK5g02448,Spar-5-000830
ACBK5g02449,.
ACBK5g02450,Spar-5-000832
ACBK5g02451,.
ACBK5g02452,Spar-5-000833
ACBK5g02453,Spar-5-000834
ACBK5g02454,.
ACBK5g02455,.
ACBK5g02456,Spar-5-000836
ACBK5g02457,Spar-5-000837
ACBK5g02458,.
ACBK5g02459,Spar-5-000839
ACBK5g02460,.
ACBK5g02461,Spar-5-000841
ACBK5g02462,Spar-5-000842
ACBK5g02463,Spar-5-000843
ACBK5g02464,Spar-5-000844
ACBK5g02465,.
ACBK5g02466,.
ACBK5g02467,Spar-5-000845
ACBK5g02468,.
ACBK5g02469,Spar-5-000846
ACBK5g02470,.
ACBK5g02471,.
ACBK5g02472,Spar-5-000849
ACBK5g02473,Spar-5-000850
ACBK5g02474,Spar-5-000851
ACBK5g02475,Spar-5-000852
ACBK5g02476,.
ACBK5g02477,Spar-5-000854
ACBK5g02478,Spar-5-000855
ACBK5g02479,Spar-5-000856
ACBK5g02480,Spar-5-000857
ACBK5g02481,.
ACBK5g02482,.
ACBK5g02483,.
ACBK5g02484,Spar-5-000859
ACBK5g02485,Spar-5-000860
ACBK5g02486,.
ACBK5g02487,Spar-5-000861
ACBK5g02488,.
ACBK5g02489,.
ACBK5g02490,.
ACBK5g02491,.
ACBK5g02492,Spar-5-000862
ACBK5g02493,Spar-5-000863
ACBK5g02494,Spar-5-000864
ACBK5g02495,.
ACBK5g02496,.
ACBK5g02497,Spar-5-000866
ACBK5g02498,.
ACBK5g02499,.
ACBK5g02500,.
ACBK5g02501,.
ACBK5g02502,.
ACBK5g02503,.
ACBK5g02504,.
ACBK5g02505,.
ACBK5g02506,Spar-5-000867
ACBK5g02507,.
ACBK5g02508,.
ACBK5g02509,.
ACBK5g02510,Spar-5-000869
ACBK5g02511,.
ACBK5g02512,Spar-5-000870
ACBK5g02513,Spar-5-000871
ACBK5g02514,Spar-5-000872
ACBK5g02515,.
ACBK5g02516,Spar-5-000873
ACBK5g02517,Spar-5-000874
ACBK5g02518,Spar-5-000875
ACBK5g02519,.
ACBK5g02520,Spar-5-000878
ACBK5g02521,.
ACBK5g02522,Spar-5-000880
ACBK5g02523,Spar-5-000881
ACBK5g02524,Spar-5-000882
ACBK5g02525,.
ACBK5g02526,.
ACBK5g02527,Spar-5-000884
ACBK5g02528,Spar-5-000885
ACBK5g02529,Spar-5-000886
ACBK5g02530,Spar-5-000887
ACBK5g02531,.
ACBK5g02532,Spar-5-000889
ACBK5g02533,Spar-5-000890
ACBK5g02534,Spar-5-000891
ACBK5g02535,Spar-5-000892
ACBK5g02536,Spar-5-000893
ACBK5g02537,Spar-5-000894
ACBK5g02538,Spar-5-000895
ACBK5g02539,Spar-5-000896
ACBK5g02540,.
ACBK5g02541,.
ACBK5g02542,.
ACBK5g02543,Spar-5-000900
ACBK5g02544,.
ACBK5g02545,Spar-5-000902
ACBK5g02546,.
ACBK5g02547,Spar-5-000904
ACBK5g02548,.
ACBK5g02549,.
ACBK5g02550,.
ACBK5g02551,.
ACBK5g02552,.
ACBK5g02553,.
ACBK5g02554,.
ACBK5g02555,.
ACBK5g02556,.
ACBK5g02557,.
ACBK5g02558,.
ACBK5g02559,.
ACBK5g02560,.
ACBK5g02561,.
ACBK5g02562,.
ACBK5g02563,.
ACBK5g02564,.
ACBK5g02565,.
ACBK5g02566,.
ACBK5g02567,.
ACBK5g02568,Spar-5-000906
ACBK5g02569,.
ACBK5g02570,.
ACBK5g02571,.
ACBK5g02572,.
ACBK5g02573,.
ACBK5g02574,.
ACBK5g02575,.
ACBK5g02576,.
ACBK5g02577,.
ACBK5g02578,Spar-5-000909
ACBK5g02579,.
ACBK5g02580,.
ACBK5g02581,.
ACBK5g02582,Spar-5-000912
ACBK5g02583,Spar-5-000913
ACBK5g02584,Spar-5-000914
ACBK5g02585,Spar-5-000915
ACBK5g02586,Spar-5-000916
ACBK5g02587,.
ACBK5g02588,.
ACBK5g02589,.
ACBK5g02590,Spar-5-000919
ACBK5g02591,Spar-5-000920
ACBK5g02592,.
ACBK5g02593,Spar-5-000921
ACBK5g02594,Spar-5-000922
ACBK5g02595,Spar-5-000923
ACBK5g02596,Spar-5-000924
ACBK5g02597,Spar-5-000925
ACBK5g02598,.
ACBK5g02599,Spar-5-000927
ACBK5g02600,Spar-5-000928
ACBK5g02601,Spar-5-000929
ACBK5g02602,Spar-5-000930
ACBK5g02603,.
ACBK5g02604,Spar-5-000931
ACBK5g02605,.
ACBK5g02606,Spar-5-000933
ACBK5g02607,.
ACBK5g02608,Spar-5-000935
ACBK5g02609,.
ACBK5g02610,Spar-5-000936
ACBK5g02611,Spar-5-000937
ACBK5g02612,Spar-5-000938
ACBK5g02613,Spar-5-000939
ACBK5g02614,Spar-5-000940
ACBK5g02615,Spar-5-000941
ACBK5g02616,.
ACBK5g02617,.
ACBK5g02618,Spar-5-000942
ACBK5g02619,.
ACBK5g02620,Spar-5-000945
ACBK5g02621,.
ACBK5g02622,.
ACBK5g02623,.
ACBK5g02624,.
ACBK5g02625,.
ACBK5g02626,.
ACBK5g02627,.
ACBK5g02628,.
ACBK5g02629,.
ACBK5g02630,.
ACBK5g02631,.
ACBK5g02632,.
ACBK5g02633,Spar-5-000946
ACBK5g02634,.
ACBK5g02635,.
ACBK5g02636,.
ACBK5g02637,.
ACBK5g02638,.
ACBK5g02639,.
ACBK5g02640,.
ACBK5g02641,.
ACBK5g02642,.
ACBK5g02643,.
ACBK5g02644,.
ACBK5g02645,.
ACBK5g02646,Spar-5-000948
ACBK5g02647,Spar-5-000949
ACBK5g02648,.
ACBK5g02649,Spar-5-000951
ACBK5g02650,.
ACBK5g02651,Spar-5-000952
ACBK5g02652,Spar-5-000953
ACBK5g02653,Spar-5-000954
ACBK5g02654,Spar-5-000955
ACBK5g02655,.
ACBK5g02656,Spar-5-000956
ACBK5g02657,Spar-5-000957
ACBK5g02658,.
ACBK5g02659,.
ACBK5g02660,.
ACBK5g02661,.
ACBK5g02662,.
ACBK5g02663,.
ACBK5g02664,.
ACBK5g02665,.
ACBK5g02666,Spar-5-000958
ACBK5g02667,.
ACBK5g02668,.
ACBK5g02669,.
ACBK5g02670,.
ACBK5g02671,.
ACBK5g02672,Spar-5-000960
ACBK5g02673,.
ACBK5g02674,Spar-5-000962
ACBK5g02675,.
ACBK5g02676,Spar-5-000965
ACBK5g02677,.
ACBK5g02678,Spar-5-000967
ACBK5g02679,.
ACBK5g02680,.
ACBK5g02681,.
ACBK5g02682,.
ACBK5g02683,Spar-5-000969
ACBK5g02684,.
ACBK5g02685,.
ACBK5g02686,Spar-5-000972
ACBK5g02687,Spar-5-000973
ACBK5g02688,.
ACBK5g02689,.
ACBK5g02690,Spar-5-000974
ACBK5g02691,Spar-5-000975
ACBK5g02692,.
ACBK5g02693,Spar-5-000977
ACBK5g02694,.
ACBK5g02695,Spar-5-000978
ACBK5g02696,Spar-5-000979
ACBK5g02697,.
ACBK5g02698,.
ACBK5g02699,Spar-5-000982
ACBK5g02700,.
ACBK5g02701,.
ACBK5g02702,Spar-5-000983
ACBK5g02703,Spar-5-000984
ACBK5g02704,Spar-5-000985
ACBK5g02705,Spar-5-000986
ACBK5g02706,.
ACBK5g02707,.
ACBK5g02708,.
ACBK5g02709,.
ACBK5g02710,.
ACBK5g02711,.
ACBK5g02712,Spar-5-000990
ACBK5g02713,Spar-5-000991
ACBK5g02714,Spar-5-000992
ACBK5g02715,.
ACBK5g02716,Spar-5-000995
ACBK5g02717,Spar-5-000997
ACBK5g02718,.
ACBK5g02719,.
ACBK5g02720,.
ACBK5g02721,.
ACBK5g02722,Spar-5-001000
ACBK5g02723,.
ACBK5g02724,.
ACBK5g02725,.
ACBK5g02726,Spar-5-001001
ACBK5g02727,Spar-5-001002
ACBK5g02728,Spar-5-001003
ACBK5g02729,.
ACBK5g02730,.
ACBK5g02731,Spar-5-001005
ACBK5g02732,.
ACBK5g02733,.
ACBK5g02734,Spar-5-001006
ACBK5g02735,.
ACBK5g02736,.
ACBK5g02737,Spar-5-001008
ACBK5g02738,Spar-5-001009
ACBK5g02739,.
ACBK5g02740,Spar-5-001010
ACBK5g02741,Spar-5-001011
ACBK5g02742,Spar-5-001012
ACBK5g02743,Spar-5-001013
ACBK5g02744,.
ACBK5g02745,Spar-5-001015
ACBK5g02746,.
ACBK5g02747,Spar-5-001017
ACBK5g02748,.
ACBK5g02749,.
ACBK5g02750,.
ACBK5g02751,Spar-5-001018
ACBK5g02752,.
ACBK5g02753,Spar-5-001019
ACBK5g02754,Spar-5-001020
ACBK5g02755,Spar-5-001021
ACBK5g02756,.
ACBK5g02757,.
ACBK5g02758,Spar-5-001024
ACBK5g02759,.
ACBK5g02760,Spar-5-001025
ACBK5g02761,Spar-5-001027
ACBK5g02762,.
ACBK5g02763,Spar-5-001028
ACBK5g02764,Spar-5-001029
ACBK5g02765,Spar-5-001030
ACBK5g02766,.
ACBK5g02767,Spar-5-001031
ACBK5g02768,.
ACBK5g02769,Spar-5-001032
ACBK5g02770,.
ACBK5g02771,Spar-5-001035
ACBK5g02772,.
ACBK5g02773,.
ACBK5g02774,.
ACBK5g02775,.
ACBK5g02776,Spar-5-001038
ACBK5g02777,.
ACBK5g02778,Spar-5-001039
ACBK5g02779,.
ACBK5g02780,.
ACBK5g02781,Spar-5-001040
ACBK5g02782,Spar-5-001041
ACBK5g02783,.
ACBK5g02784,.
ACBK5g02785,.
ACBK5g02786,.
ACBK5g02787,Spar-5-001044
ACBK5g02788,Spar-5-001045
ACBK5g02789,Spar-5-001046
ACBK5g02790,.
ACBK5g02791,.
ACBK5g02792,.
ACBK5g02793,Spar-5-001048
ACBK5g02794,Spar-5-001049
ACBK5g02795,.
ACBK5g02796,.
ACBK5g02797,.
ACBK5g02798,Spar-5-001052
ACBK5g02799,Spar-5-001053
ACBK5g02800,.
ACBK5g02801,.
ACBK5g02802,Spar-5-001054
ACBK5g02803,Spar-5-001055
ACBK5g02804,Spar-5-001056
ACBK5g02805,.
ACBK5g02806,Spar-5-001058
ACBK5g02807,Spar-5-001059
ACBK5g02808,Spar-5-001060
ACBK5g02809,.
ACBK5g02810,.
ACBK5g02811,.
ACBK5g02812,Spar-5-001063
ACBK5g02813,Spar-5-001064
ACBK5g02814,Spar-5-001065
ACBK5g02815,Spar-5-001066
ACBK5g02816,Spar-5-001067
ACBK5g02817,Spar-5-001068
ACBK5g02818,.
ACBK5g02819,Spar-5-001069
ACBK5g02820,Spar-5-001070
ACBK5g02821,.
ACBK5g02822,.
ACBK5g02823,Spar-5-001071
ACBK5g02824,.
